BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.0731,0.3065,0.1106,0.2139,0.0846,0.1322,0.6496,22.5144,0.7468,0.4453,0.0919,0.0949,0.3504
0.0025,0.0991,0.0,0.0661,0.0083,0.0265,0.8692,14.0351,0.3246,0.4514,0.0007,0.0692,0.1308
0.0244,0.1696,0.0427,0.1453,0.0158,0.0591,0.8769,5.0764,0.4353,0.3116,0.0003,0.0308,0.1231
0.0051,0.0868,0.008,0.071,0.0139,0.0307,0.814,20.0,0.1562,0.4385,0.0144,0.1085,0.186
0.0925,0.3481,0.1204,0.2026,0.3469,0.1648,0.3411,42.55,0.2895,0.4813,0.0044,0.5059,0.6589
0.0112,0.1502,0.019,0.1502,0.0144,0.0455,0.8828,10.9176,0.2934,0.4073,0.0004,0.0469,0.1172
0.0022,0.0842,0.0,0.0842,0.006,0.0261,0.9091,8.6518,0.2858,0.283,0.0005,0.0331,0.0909
0.0104,0.0829,0.0076,0.0527,0.0224,0.0476,0.7757,20.8731,0.3198,0.3896,0.6915,0.1495,0.2243
0.0019,0.0659,0.0,0.0604,0.0059,0.0238,0.8915,11.5044,0.3832,0.2778,0.9596,0.0698,0.1085
0.0276,0.3301,0.062,0.1382,0.2709,0.1164,0.2793,38.69,0.3323,0.5256,0.0048,0.65,0.7207
0.0009,0.0,0.0,0.0,0.0005,0.0052,0.9731,2.3903,0.1964,0.321,0.9848,0.0239,0.0269
0.0249,0.3423,0.055,0.14,0.2764,0.1136,0.2793,38.69,0.3387,0.5242,0.0048,0.65,0.7207
0.0028,0.0395,0.0,0.0395,0.0056,0.0219,0.902,7.8136,0.292,0.2079,0.5982,0.0588,0.098
0.0019,0.008,0.0,0.008,0.0021,0.0092,0.936,7.0,0.3212,0.3902,0.8385,0.056,0.064
0.0547,0.2931,0.0727,0.1486,0.2405,0.1351,0.3407,41.53,0.3737,0.4238,0.0043,0.4719,0.6593
0.0024,0.015,0.0,0.015,0.0063,0.0256,0.8942,8.6552,0.2285,0.3449,0.9609,0.0673,0.1058
0.0013,0.0536,0.0,0.0402,0.0116,0.0266,0.8505,14.4058,0.2762,0.1826,0.5259,0.0935,0.1495
0.0028,0.0429,0.0054,0.0429,0.0031,0.0211,0.9597,0.0,0.2308,0.4192,0.9773,0.0201,0.0403
0.0164,0.2535,0.025,0.1193,0.2218,0.1028,0.3306,36.66,0.3951,0.4199,0.0043,0.6049,0.6694
0.0007,0.0126,0.0,0.0126,0.0005,0.0046,0.9816,2.2099,0.2062,0.4144,0.4479,0.0115,0.0184
0.0596,0.3147,0.0792,0.1573,0.2485,0.1418,0.3407,41.53,0.387,0.4429,0.0043,0.4719,0.6593
0.0008,0.0353,0.0,0.0314,0.0013,0.007,0.97,2.6376,0.0,0.4509,0.0028,0.0162,0.03
0.0036,0.0461,0.0071,0.039,0.0015,0.0133,0.97,2.6376,0.08,0.3406,0.0028,0.0115,0.03
0.0541,0.2148,0.0417,0.1487,0.0599,0.0932,0.7007,21.5372,0.3726,0.4764,0.9422,0.1679,0.2993
0.0034,0.0839,0.0047,0.0745,0.0147,0.0379,0.8496,13.8015,0.4203,0.2654,0.9654,0.0885,0.1504
0.084,0.2654,0.0811,0.1367,0.2509,0.129,0.5,65.83,0.3246,0.5275,0.0005,0.6061,0.5
0.044,0.3395,0.0612,0.152,0.2514,0.1314,0.3407,41.53,0.4026,0.4825,0.0043,0.5281,0.6593
0.0025,0.0987,0.0,0.0658,0.0115,0.0287,0.8308,17.5439,0.3649,0.4664,0.0223,0.1,0.1692
0.0446,0.3288,0.0736,0.1507,0.2527,0.1324,0.3407,41.53,0.4154,0.4623,0.0043,0.4944,0.6593
0.0026,0.0823,0.0,0.0741,0.0121,0.0293,0.8067,17.4181,0.2873,0.4497,0.0352,0.1261,0.1933
0.0295,0.198,0.0399,0.1008,0.197,0.0973,0.2991,37.68,0.3395,0.3332,0.0047,0.5976,0.7009
0.0072,0.0742,0.0,0.0668,0.0167,0.0598,0.8774,7.8259,0.4389,0.3138,0.0519,0.0849,0.1226
0.0012,0.0345,0.0,0.0292,0.0166,0.0388,0.8409,4.7974,0.5315,0.1485,0.0753,0.1136,0.1591
0.0024,0.0925,0.0,0.0925,0.0139,0.0441,0.875,11.3887,0.6034,0.3386,0.0728,0.0547,0.125
0.0039,0.0878,0.0088,0.0834,0.0088,0.0346,0.8923,11.2069,0.5567,0.2659,0.0104,0.0538,0.1077
0.0023,0.1054,0.0213,0.0562,0.0109,0.03,0.8682,15.3153,0.699,0.4299,0.0079,0.062,0.1318
0.002,0.0935,0.0,0.0794,0.0104,0.0341,0.8712,14.9123,0.5084,0.2918,0.0079,0.0682,0.1288
0.0024,0.1038,0.0,0.1038,0.0109,0.0295,0.8672,9.472,0.2055,0.4262,0.0004,0.0781,0.1328
0.0491,0.3461,0.0708,0.1622,0.2629,0.1325,0.3407,41.53,0.4519,0.5069,0.0043,0.5506,0.6593
0.0035,0.1194,0.005,0.0995,0.0129,0.0418,0.8707,10.9254,0.5065,0.3372,0.0004,0.0603,0.1293
0.0161,0.1031,0.016,0.0991,0.0124,0.0487,0.8707,10.9254,0.4218,0.2568,0.0004,0.0603,0.1293
0.0231,0.3166,0.0532,0.1451,0.2594,0.1104,0.2793,38.69,0.5118,0.4785,0.0048,0.6375,0.7207
0.0018,0.0633,0.0,0.0585,0.0038,0.0244,0.938,4.1324,0.0926,0.2565,0.0005,0.031,0.062
0.0023,0.0696,0.0,0.0464,0.0081,0.0214,0.874,16.3462,0.5995,0.4398,0.0005,0.0866,0.126
0.0035,0.0844,0.01,0.0695,0.0107,0.0327,0.8672,14.2299,0.3694,0.3018,0.0005,0.0703,0.1328
0.0055,0.1099,0.0221,0.1026,0.0086,0.0347,0.9,8.8664,0.265,0.4933,0.0032,0.0563,0.1
0.0128,0.1428,0.0345,0.1143,0.0156,0.0524,0.8676,14.0967,0.5991,0.3439,0.1359,0.0588,0.1324
0.049,0.2848,0.0667,0.1391,0.1083,0.1169,0.5862,30.0932,0.5019,0.4919,0.9724,0.2414,0.4138
0.0006,0.0071,0.0,0.0071,0.0003,0.0034,0.9882,1.5666,0.1565,0.3057,0.5776,0.0098,0.0118
0.0016,0.0361,0.0036,0.0361,0.0007,0.0093,0.9843,0.6115,0.3236,0.4169,0.7963,0.0059,0.0157
0.0026,0.0534,0.0041,0.0493,0.0069,0.0204,0.888,10.4047,0.3083,0.2348,0.8606,0.072,0.112
0.0019,0.069,0.0,0.069,0.0097,0.0246,0.8571,14.4484,0.4331,0.3801,0.0746,0.1092,0.1429
0.0698,0.3518,0.0924,0.1784,0.2714,0.1553,0.3407,41.53,0.237,0.4964,0.0043,0.5281,0.6593
0.1024,0.3806,0.1085,0.184,0.289,0.1633,0.3929,54.83,0.4957,0.6197,0.0188,0.6275,0.6071
0.0135,0.2023,0.0531,0.1451,0.0384,0.0684,0.7879,15.1697,0.6889,0.3154,0.0134,0.0682,0.2121
0.0015,0.0209,0.0,0.0209,0.002,0.0108,0.9474,4.5101,0.3788,0.3571,0.0274,0.0383,0.0526
0.0043,0.1282,0.0138,0.0962,0.0208,0.0456,0.8136,15.2385,0.6315,0.2957,0.0379,0.0847,0.1864
0.0006,0.0158,0.0,0.0158,0.0008,0.005,0.9781,2.4814,0.2813,0.3003,0.5018,0.0139,0.0219
0.0016,0.023,0.0066,0.0197,0.0009,0.0085,0.9782,2.7228,0.4623,0.3591,0.4975,0.0099,0.0218
0.0023,0.0633,0.0,0.0633,0.0058,0.0183,0.9058,9.7665,0.3301,0.3742,0.9728,0.0725,0.0942
0.0017,0.0179,0.0,0.0179,0.0026,0.0141,0.9296,8.0645,0.2446,0.3053,0.9897,0.0493,0.0704
0.0025,0.0485,0.0,0.0388,0.0039,0.0198,0.9141,7.3563,0.36,0.3411,0.005,0.0469,0.0859
0.0009,0.0204,0.0,0.0163,0.0008,0.0072,0.9743,2.7397,0.4688,0.3636,0.2915,0.0171,0.0257
0.0029,0.0957,0.0,0.0957,0.0066,0.0314,0.9091,7.1136,0.2618,0.3258,0.0006,0.0413,0.0909
0.0213,0.3134,0.0475,0.1331,0.2502,0.123,0.3407,41.53,0.379,0.4215,0.0043,0.5281,0.6593
0.0023,0.0198,0.0,0.0198,0.0032,0.0139,0.9213,9.1743,0.5009,0.3709,0.0977,0.0551,0.0787
0.0019,0.0462,0.0,0.0462,0.0051,0.0204,0.9213,9.1743,0.5964,0.2909,0.0977,0.0551,0.0787
0.0029,0.0948,0.0,0.0948,0.0107,0.0306,0.871,12.8411,0.4433,0.3823,0.0333,0.0726,0.129
0.0041,0.0987,0.0181,0.0852,0.0145,0.0378,0.8487,14.1982,0.5011,0.2842,0.0519,0.084,0.1513
0.003,0.1058,0.0,0.0952,0.0122,0.0306,0.8534,14.0314,0.4341,0.4056,0.0306,0.1034,0.1466
0.0236,0.3479,0.0535,0.145,0.2567,0.1303,0.3407,41.53,0.4477,0.4596,0.0043,0.5281,0.6593
0.0034,0.1256,0.0,0.1152,0.0168,0.0415,0.8056,17.8043,0.4817,0.4185,0.0161,0.1111,0.1944
0.0213,0.3127,0.0504,0.1292,0.2523,0.1259,0.3407,41.53,0.3142,0.4132,0.0043,0.4831,0.6593
0.003,0.0914,0.0,0.0812,0.0092,0.0286,0.8609,12.0431,0.4572,0.4334,0.0202,0.0957,0.1391
0.0085,0.0926,0.0259,0.0669,0.0127,0.0374,0.8609,12.0431,0.5388,0.2794,0.0202,0.0609,0.1391
0.0488,0.41,0.0707,0.22,0.327,0.1255,0.32,44.07,0.5515,0.6387,0.1626,0.6706,0.68
0.0429,0.32,0.0598,0.1371,0.259,0.129,0.3407,41.53,0.2831,0.4341,0.0043,0.5281,0.6593
0.0022,0.0512,0.0,0.0409,0.0051,0.0127,0.9347,6.4846,0.3111,0.3717,0.9588,0.0386,0.0653
0.0441,0.3288,0.0635,0.1351,0.2746,0.1333,0.3407,41.53,0.3436,0.4419,0.0043,0.5281,0.6593
0.011,0.1619,0.0288,0.1143,0.0213,0.046,0.8182,15.2805,0.4365,0.4533,0.1639,0.0909,0.1818
0.003,0.1247,0.0042,0.0956,0.0152,0.0436,0.8448,15.1653,0.5393,0.252,0.1073,0.069,0.1552
0.0613,0.3673,0.0825,0.2245,0.2887,0.1381,0.3306,36.66,0.2163,0.663,0.0046,0.6543,0.6694
0.0441,0.3288,0.0635,0.1351,0.2771,0.1333,0.3407,41.53,0.3516,0.4422,0.0043,0.5169,0.6593
0.0031,0.1025,0.0,0.1025,0.0091,0.0333,0.8716,11.4693,0.4701,0.3523,0.0239,0.0734,0.1284
0.0309,0.245,0.0335,0.1038,0.2197,0.1076,0.3333,36.25,0.3985,0.3734,0.0045,0.561,0.6667
0.0026,0.0887,0.0,0.0788,0.0069,0.0217,0.8906,11.6071,0.4253,0.3865,0.2292,0.0703,0.1094
0.0444,0.3318,0.0641,0.1364,0.2809,0.1339,0.3407,41.53,0.3755,0.4451,0.0043,0.5056,0.6593
0.0068,0.1551,0.0174,0.1293,0.0159,0.0472,0.8425,14.7998,0.2566,0.4342,0.0004,0.0709,0.1575
0.0431,0.3201,0.0618,0.1315,0.2734,0.1313,0.3407,41.53,0.3975,0.4365,0.0043,0.5169,0.6593
0.0011,0.0161,0.004,0.0161,0.0007,0.0049,0.9843,1.7199,0.382,0.3136,0.009,0.0079,0.0157
0.0005,0.0121,0.0,0.0121,0.0005,0.0025,0.9843,1.7199,0.3687,0.352,0.009,0.0138,0.0157
0.0042,0.0467,0.0094,0.0467,0.0038,0.019,0.9248,8.6207,0.4275,0.3535,0.0203,0.0451,0.0752
0.0419,0.3145,0.0607,0.1292,0.2686,0.1288,0.3407,41.53,0.3322,0.4292,0.0043,0.5169,0.6593
0.0032,0.1327,0.0,0.1122,0.0172,0.0396,0.8087,17.3,0.5486,0.4619,0.0827,0.113,0.1913
0.0305,0.2446,0.0328,0.1019,0.2177,0.1077,0.3333,36.25,0.3552,0.3704,0.0045,0.5488,0.6667
0.0025,0.0556,0.0,0.0463,0.0087,0.0179,0.8268,14.3833,0.3856,0.4098,0.0675,0.1417,0.1732
0.0032,0.0617,0.0041,0.0494,0.0111,0.0256,0.8231,16.3421,0.5625,0.2787,0.2364,0.0923,0.1769
0.0048,0.0697,0.0101,0.0697,0.0084,0.0263,0.888,9.8412,0.4358,0.3681,0.0327,0.064,0.112
0.0018,0.1203,0.0,0.0972,0.0108,0.0353,0.8889,9.6408,0.6765,0.2953,0.0482,0.0593,0.1111
0.0059,0.1553,0.0,0.1262,0.0177,0.0327,0.8387,16.0377,0.2806,0.3939,0.0008,0.0806,0.1613
0.0185,0.1225,0.0285,0.1037,0.0124,0.0416,0.8836,6.2516,0.5134,0.3007,0.0548,0.0342,0.1164
0.0023,0.0208,0.0042,0.0208,0.0008,0.0059,0.9824,2.3438,0.1494,0.2945,0.0046,0.0098,0.0176
0.0009,0.0191,0.0,0.0191,0.001,0.0095,0.9772,1.6482,0.3593,0.3355,0.0431,0.0101,0.0228
0.0033,0.1257,0.0,0.0942,0.0117,0.0385,0.8571,12.4423,0.5419,0.3924,0.04,0.0714,0.1429
0.0082,0.0893,0.02,0.0744,0.0144,0.0349,0.8361,16.5784,0.549,0.3004,0.0012,0.082,0.1639
0.0056,0.1706,0.0096,0.1422,0.0381,0.0473,0.7073,23.3742,0.5078,0.445,0.8511,0.2033,0.2927
0.0518,0.3707,0.0835,0.1756,0.3015,0.1514,0.3407,41.53,0.3298,0.4622,0.0043,0.4494,0.6593
0.0047,0.0714,0.0103,0.0714,0.0066,0.0243,0.888,12.0738,0.4349,0.3739,0.5916,0.08,0.112
0.0212,0.3094,0.0533,0.1221,0.2655,0.1236,0.3407,41.53,0.275,0.4145,0.0043,0.5169,0.6593
0.0051,0.1127,0.0095,0.0845,0.0109,0.0359,0.8819,12.3894,0.4282,0.3948,0.0712,0.0551,0.1181
0.0365,0.1148,0.0365,0.0846,0.0121,0.0537,0.8819,12.3894,0.5903,0.3475,0.0712,0.0236,0.1181
0.0155,0.2911,0.0379,0.1784,0.0782,0.083,0.6484,23.1308,0.6181,0.5121,0.0275,0.1953,0.3516
0.0951,0.3446,0.0841,0.1201,0.316,0.1632,0.4286,60.75,0.6708,0.4835,0.0367,0.5341,0.5714
0.003,0.1402,0.0,0.1227,0.0149,0.0438,0.8378,17.2296,0.381,0.3675,0.0414,0.0901,0.1622
0.0028,0.0786,0.0042,0.0662,0.0135,0.0312,0.8468,14.8206,0.4463,0.2437,0.0389,0.0901,0.1532
0.0138,0.1929,0.0205,0.1218,0.0312,0.0607,0.7934,19.0298,0.5132,0.4859,0.1026,0.0909,0.2066
0.0623,0.3431,0.1038,0.2144,0.1058,0.1321,0.6066,31.786,0.634,0.5471,0.0628,0.1721,0.3934
0.0032,0.1386,0.0,0.1089,0.0123,0.0408,0.8559,13.9573,0.4716,0.4156,0.0335,0.0678,0.1441
0.0017,0.0624,0.0,0.0528,0.008,0.0212,0.8833,9.7281,0.6293,0.2566,0.0455,0.0667,0.1167
0.0608,0.4615,0.1096,0.2443,0.3218,0.1536,0.3407,41.53,0.3282,0.6785,0.0043,0.6067,0.6593
0.0561,0.3601,0.0907,0.19,0.3245,0.1562,0.3407,41.53,0.2626,0.4791,0.0043,0.4944,0.6593
0.0616,0.3737,0.0816,0.2222,0.2953,0.1402,0.3306,36.66,0.2635,0.6596,0.0046,0.6543,0.6694
0.0045,0.0746,0.0141,0.0606,0.0094,0.0332,0.8915,10.3137,0.2373,0.2728,0.0004,0.0388,0.1085
0.003,0.101,0.0,0.0808,0.0073,0.0325,0.8938,9.9611,0.4273,0.401,0.0416,0.0442,0.1062
0.0163,0.2026,0.0429,0.1599,0.036,0.0739,0.8134,13.7829,0.4793,0.3204,0.0401,0.0448,0.1866
0.0017,0.0472,0.0086,0.0429,0.0015,0.0088,0.9696,2.8007,0.2502,0.3446,0.6523,0.0164,0.0304
0.0015,0.0498,0.0038,0.0498,0.0016,0.0106,0.9696,2.8007,0.3958,0.356,0.6523,0.0164,0.0304
0.0496,0.3987,0.0732,0.2175,0.2856,0.1306,0.2832,38.28,0.3645,0.6245,0.0051,0.6049,0.7168
0.0066,0.0571,0.0044,0.0483,0.0073,0.0289,0.8889,10.1644,0.57,0.2094,0.0044,0.037,0.1111
0.0511,0.3315,0.0602,0.1127,0.2804,0.127,0.3386,55.34,0.3195,0.5185,0.0013,0.5952,0.6614
0.0039,0.1613,0.0054,0.1075,0.021,0.0496,0.839,17.5687,0.7461,0.2941,0.0013,0.0339,0.161
0.0024,0.0273,0.0,0.0182,0.0047,0.0158,0.8906,12.5,0.4302,0.3573,0.9383,0.0781,0.1094
0.0016,0.0299,0.0,0.0249,0.0048,0.0146,0.8906,12.5,0.4261,0.2682,0.9383,0.0703,0.1094
0.0194,0.2961,0.0272,0.1279,0.2452,0.1017,0.2793,38.69,0.4297,0.4915,0.0048,0.65,0.7207
0.0063,0.0417,0.0042,0.0417,0.0028,0.0221,0.9538,3.6481,0.3802,0.1844,0.0645,0.0154,0.0462
0.0024,0.0789,0.0,0.0711,0.0062,0.0236,0.9098,10.1852,0.6078,0.3404,0.0005,0.041,0.0902
0.0097,0.1328,0.0257,0.1328,0.0095,0.0488,0.9098,10.1852,0.6468,0.2699,0.0005,0.0328,0.0902
0.0022,0.0397,0.0,0.0397,0.0046,0.0177,0.9091,6.9291,0.5001,0.3656,0.0905,0.0629,0.0909
0.0242,0.3174,0.0576,0.1561,0.2919,0.1253,0.3407,41.53,0.5316,0.4609,0.0043,0.5843,0.6593
0.0025,0.0563,0.0095,0.0469,0.0057,0.0201,0.8803,11.7208,0.4102,0.4117,0.0485,0.0684,0.1197
0.0226,0.3322,0.0557,0.1384,0.3171,0.1291,0.3407,41.53,0.3185,0.4359,0.0043,0.5506,0.6593
0.0007,0.026,0.0,0.0186,0.001,0.0055,0.976,2.6442,0.396,0.434,0.022,0.01,0.024
0.0013,0.0521,0.007,0.0486,0.0014,0.0089,0.9763,2.6005,0.5733,0.3527,0.0221,0.0118,0.0237
0.0024,0.0348,0.0,0.0348,0.0051,0.0174,0.8968,9.4482,0.2425,0.3732,0.7503,0.0714,0.1032
0.0274,0.3555,0.0641,0.1486,0.305,0.1361,0.3407,41.53,0.3178,0.4806,0.0043,0.573,0.6593
0.0023,0.0469,0.0,0.0469,0.0044,0.02,0.9145,9.2784,0.2794,0.3066,0.1778,0.0513,0.0855
0.0281,0.3613,0.0706,0.151,0.3009,0.1388,0.3407,41.53,0.3362,0.486,0.0043,0.573,0.6593
0.0318,0.4537,0.0935,0.1944,0.3625,0.1423,0.3407,41.53,0.4849,0.6815,0.0043,0.5955,0.6593
0.0041,0.1046,0.0,0.0923,0.0178,0.0363,0.7863,22.6415,0.3396,0.3186,0.0205,0.1368,0.2137
0.0019,0.0507,0.0,0.045,0.0052,0.0217,0.9038,8.139,0.2399,0.2586,0.487,0.0481,0.0962
0.0011,0.0356,0.0,0.0356,0.0011,0.0106,0.9772,2.439,0.2159,0.3117,0.0651,0.013,0.0228
0.0072,0.1042,0.0105,0.1042,0.016,0.0516,0.8661,12.086,0.4741,0.3673,0.5536,0.0804,0.1339
0.0268,0.0791,0.0188,0.0791,0.0166,0.0556,0.8661,12.086,0.6051,0.2196,0.4727,0.0536,0.1339
0.0061,0.0879,0.0,0.0879,0.0121,0.0475,0.8839,9.7029,0.3536,0.3708,0.933,0.0625,0.1161
0.003,0.0928,0.0037,0.0668,0.02,0.042,0.8,13.6384,0.4983,0.2212,0.8011,0.0952,0.2
0.0058,0.1171,0.0066,0.1041,0.0137,0.0495,0.872,10.1809,0.3305,0.3121,0.0057,0.064,0.128
0.0015,0.059,0.0,0.059,0.007,0.0216,0.8871,10.4362,0.2596,0.2291,0.3576,0.0565,0.1129
0.0052,0.1575,0.0088,0.1312,0.0145,0.0456,0.8426,12.4863,0.3646,0.3753,0.9917,0.0833,0.1574
0.0044,0.1116,0.0187,0.0977,0.0173,0.0451,0.8529,11.7571,0.3381,0.2429,0.9905,0.049,0.1471
0.0124,0.1268,0.0197,0.1268,0.0095,0.0432,0.9043,10.5769,0.2322,0.3663,0.0005,0.0435,0.0957
0.0007,0.0518,0.0,0.0333,0.0026,0.0084,0.9625,4.0705,0.3304,0.3351,0.001,0.0217,0.0375
0.0122,0.2222,0.009,0.1778,0.0187,0.0642,0.8682,9.3673,0.502,0.4014,0.0635,0.0465,0.1318
0.002,0.0784,0.0068,0.0716,0.0035,0.0178,0.9513,4.1947,0.373,0.3816,0.0376,0.0243,0.0487
0.0823,0.3273,0.0826,0.2008,0.2908,0.1456,0.3306,36.66,0.5384,0.5471,0.0043,0.6173,0.6694
0.1113,0.2059,0.0888,0.1405,0.2489,0.1695,0.3305,37.27,0.5776,0.3234,0.0067,0.4557,0.6695
0.0027,0.1333,0.0,0.1067,0.013,0.0335,0.8456,9.8419,0.4316,0.4018,0.0942,0.0809,0.1544
0.0216,0.1228,0.0113,0.1117,0.0147,0.0591,0.8655,9.085,0.4004,0.2688,0.0004,0.042,0.1345
0.004,0.0187,0.0,0.0187,0.0025,0.0156,0.9308,6.9767,0.1962,0.3085,0.2189,0.0385,0.0692
0.0012,0.0608,0.0,0.0395,0.0153,0.0339,0.8105,20.0,0.4734,0.162,0.9798,0.0842,0.1895
0.001,0.0386,0.0,0.0386,0.004,0.0157,0.9582,4.3887,0.4048,0.337,0.9953,0.0287,0.0418
0.0022,0.0463,0.0,0.0297,0.0138,0.0249,0.7925,20.4876,0.5699,0.1888,0.993,0.1132,0.2075
0.0023,0.038,0.0,0.038,0.0092,0.0326,0.875,11.8963,0.3026,0.2366,0.9967,0.0729,0.125
0.0012,0.055,0.0,0.0447,0.0125,0.029,0.8381,14.4893,0.2956,0.1921,0.9958,0.0857,0.1619
0.0107,0.0571,0.0192,0.0571,0.0076,0.0299,0.8819,11.7117,0.3559,0.3725,0.01,0.063,0.1181
0.009,0.0747,0.0251,0.0648,0.0111,0.0379,0.8819,11.7117,0.574,0.2636,0.01,0.0394,0.1181
0.0038,0.0578,0.0073,0.0506,0.0033,0.0212,0.947,5.4545,0.4437,0.2848,0.1273,0.0152,0.053
0.0027,0.0566,0.0,0.049,0.0112,0.0309,0.8525,13.6901,0.3244,0.1994,0.9374,0.0902,0.1475
0.0029,0.0856,0.0,0.0856,0.0108,0.0284,0.8556,11.4818,0.1611,0.2999,0.9709,0.0778,0.1444
0.0012,0.062,0.0,0.0482,0.0117,0.0272,0.8673,9.9165,0.1241,0.1702,0.91,0.0816,0.1327
0.0028,0.1273,0.0,0.1273,0.0114,0.0331,0.8692,12.4187,0.1611,0.3647,0.3604,0.0846,0.1308
0.0067,0.0415,0.0046,0.0415,0.0122,0.0342,0.8429,13.3385,0.5082,0.2679,0.5141,0.1071,0.1571
0.1497,0.5368,0.1659,0.303,0.4128,0.2191,0.3407,41.53,0.376,0.7111,0.0043,0.5618,0.6593
0.0576,0.3181,0.0712,0.1666,0.2637,0.1311,0.3407,41.53,0.3479,0.4809,0.0043,0.5843,0.6593
0.0025,0.0901,0.0,0.0901,0.0067,0.0262,0.8889,10.4611,0.1159,0.2799,0.0493,0.0463,0.1111
0.002,0.0975,0.0,0.0975,0.0081,0.0326,0.8889,10.4611,0.4466,0.2345,0.0493,0.0463,0.1111
0.0053,0.0585,0.0,0.0585,0.0071,0.0261,0.9065,10.4651,0.2136,0.3819,0.0081,0.0467,0.0935
0.0031,0.0432,0.0048,0.0336,0.0067,0.0257,0.8925,12.1622,0.0962,0.1827,0.1141,0.043,0.1075
0.0048,0.1126,0.0087,0.0866,0.0095,0.0351,0.8905,11.1111,0.3769,0.3806,0.4164,0.0438,0.1095
0.0019,0.1196,0.0,0.0957,0.0101,0.0387,0.8905,11.1111,0.3392,0.2869,0.4164,0.0511,0.1095
0.0094,0.068,0.0098,0.068,0.0057,0.0257,0.9141,6.9194,0.2449,0.3706,0.3943,0.0469,0.0859
0.0021,0.0632,0.0,0.0632,0.0047,0.0206,0.9141,6.9194,0.4223,0.3239,0.3943,0.0391,0.0859
0.0031,0.1053,0.0,0.1053,0.0145,0.0455,0.875,12.4462,0.3243,0.3723,0.9939,0.0703,0.125
0.0034,0.1011,0.0,0.077,0.0165,0.0403,0.8333,15.9183,0.5128,0.2508,0.9982,0.1,0.1667
0.0026,0.0943,0.0,0.0943,0.0058,0.0268,0.9167,5.1108,0.1813,0.3421,0.0401,0.0455,0.0833
0.0021,0.1067,0.0,0.1067,0.0058,0.0299,0.9167,5.1108,0.3661,0.3114,0.0401,0.0379,0.0833
0.0031,0.1327,0.0,0.1122,0.0167,0.0386,0.7966,16.9823,0.4607,0.4638,0.0933,0.1102,0.2034
0.0039,0.1236,0.0092,0.0962,0.0206,0.042,0.7881,17.7542,0.5382,0.2871,0.0953,0.1186,0.2119
0.0031,0.0937,0.0,0.0729,0.0193,0.0297,0.7207,19.5025,0.3296,0.4292,0.0641,0.2162,0.2793
0.0081,0.1351,0.0151,0.1051,0.0222,0.0455,0.8211,13.9885,0.5257,0.2818,0.4577,0.0813,0.1789
0.0028,0.0725,0.0,0.0518,0.0085,0.0238,0.8462,17.5824,0.3753,0.4229,0.644,0.1026,0.1538
0.0021,0.0857,0.0,0.0735,0.0094,0.0272,0.8456,14.9984,0.405,0.3526,0.0361,0.0882,0.1544
0.0027,0.0731,0.0,0.0731,0.0079,0.0302,0.8889,10.3489,0.3706,0.3751,0.6758,0.0794,0.1111
0.0754,0.3723,0.0953,0.2128,0.2825,0.1576,0.3407,41.53,0.4166,0.519,0.0043,0.5506,0.6593
0.0023,0.0264,0.0,0.0264,0.0013,0.0154,0.9615,3.5692,0.2628,0.3033,0.0471,0.0154,0.0385
0.0032,0.0914,0.0048,0.0914,0.0045,0.0312,0.9318,6.8376,0.4695,0.2342,0.5124,0.0227,0.0682
0.0095,0.0509,0.0086,0.0509,0.0076,0.0285,0.9141,7.116,0.4862,0.3532,0.0017,0.0469,0.0859
0.0036,0.0859,0.0,0.0805,0.0101,0.0332,0.8769,11.9658,0.6166,0.2943,0.0087,0.0615,0.1231
0.0028,0.0877,0.0,0.0877,0.0078,0.0296,0.875,12.3187,0.3183,0.3752,0.936,0.0703,0.125
0.0043,0.107,0.0113,0.0957,0.0099,0.0346,0.875,12.3187,0.3332,0.2803,0.936,0.0625,0.125
0.0026,0.084,0.0,0.0756,0.0093,0.0297,0.8621,14.3985,0.4162,0.3955,0.8256,0.0862,0.1379
0.0022,0.096,0.0065,0.0896,0.011,0.031,0.875,11.9827,0.4641,0.3248,0.8749,0.0667,0.125
0.0023,0.08,0.0,0.0655,0.0088,0.0266,0.8621,14.3985,0.5815,0.3727,0.8256,0.0776,0.1379
0.0022,0.096,0.0065,0.0896,0.011,0.031,0.875,11.9827,0.4641,0.3248,0.8749,0.0667,0.125
0.003,0.1315,0.0,0.1315,0.0118,0.0388,0.8678,12.7095,0.2508,0.4224,0.0005,0.0744,0.1322
0.0024,0.1023,0.0074,0.095,0.0069,0.0314,0.9231,7.8261,0.4794,0.3051,0.0006,0.0231,0.0769
0.0014,0.0403,0.0,0.0403,0.0011,0.012,0.9739,2.5217,0.1728,0.3407,0.9901,0.013,0.0261
0.0015,0.0688,0.0,0.0688,0.0013,0.0185,0.9755,2.3673,0.247,0.3169,0.9901,0.0082,0.0245
0.0043,0.0547,0.0,0.0547,0.0044,0.0245,0.9238,7.7179,0.1124,0.2972,0.0631,0.0286,0.0762
0.0009,0.0474,0.0,0.0302,0.0023,0.0088,0.9574,5.0,0.3201,0.3538,0.5955,0.0251,0.0426
0.0051,0.1027,0.0069,0.1027,0.0113,0.0372,0.8492,15.1786,0.2124,0.346,0.0005,0.0635,0.1508
