BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.0031,0.1221,0.0,0.0939,0.0195,0.0394,0.8033,17.8556,0.2875,0.4067,0.0052,0.123,0.1967
0.0011,0.0629,0.0,0.0629,0.0019,0.0147,0.9693,3.5714,0.0862,0.3728,0.5896,0.0196,0.0307
0.0009,0.0259,0.0,0.0259,0.0016,0.0084,0.9693,3.5714,0.1515,0.3919,0.5896,0.0196,0.0307
0.0017,0.0928,0.0037,0.0928,0.0041,0.0186,0.963,0.0,0.2608,0.3452,0.0255,0.0231,0.037
0.0019,0.0858,0.0048,0.0715,0.0205,0.0392,0.7826,23.7574,0.3792,0.2753,0.0296,0.1043,0.2174
0.0021,0.0801,0.0,0.0678,0.0051,0.0282,0.9167,6.9677,0.4704,0.3198,0.003,0.0333,0.0833
0.0017,0.0749,0.0044,0.0661,0.0084,0.0286,0.885,9.8412,0.4453,0.2263,0.0025,0.0619,0.115
0.0024,0.1176,0.0,0.1107,0.0071,0.0363,0.9083,9.2593,0.5148,0.3412,0.0018,0.0417,0.0917
0.0029,0.0628,0.0,0.0628,0.0076,0.0293,0.8926,9.7467,0.1799,0.3974,0.4254,0.0744,0.1074
0.008,0.0794,0.0057,0.0624,0.0114,0.035,0.8333,15.8267,0.2114,0.3061,0.0048,0.0877,0.1667
0.0161,0.2578,0.063,0.1406,0.113,0.0684,0.603,18.1705,0.2908,0.5249,0.1625,0.2814,0.397
0.0153,0.1134,0.0408,0.0972,0.0159,0.0491,0.8618,14.8148,0.5722,0.3732,0.0157,0.0488,0.1382
0.0172,0.2592,0.0345,0.1467,0.2178,0.0976,0.392,43.06,0.229,0.409,0.0045,0.5658,0.608
0.0018,0.054,0.0,0.054,0.0067,0.0249,0.8835,7.9567,0.183,0.2199,0.0117,0.0777,0.1165
0.0028,0.0231,0.0,0.0231,0.0044,0.0202,0.9027,10.4167,0.1264,0.392,0.0004,0.0708,0.0973
0.0111,0.1044,0.021,0.0793,0.0048,0.0231,0.9415,5.9747,0.3989,0.4044,0.9059,0.0223,0.0585
0.0028,0.0952,0.0,0.0529,0.015,0.0288,0.8293,17.1352,0.3799,0.4568,0.0951,0.1138,0.1707
0.0008,0.0493,0.0,0.0493,0.0014,0.012,0.978,1.9493,0.2738,0.3644,0.0336,0.012,0.022
0.0016,0.0876,0.0073,0.0766,0.0032,0.0157,0.9643,3.8661,0.4647,0.3461,0.0353,0.0246,0.0357
0.0254,0.1271,0.027,0.0937,0.0228,0.0554,0.7672,23.2882,0.3535,0.3257,0.0532,0.1552,0.2328
0.0037,0.0661,0.0078,0.0467,0.0139,0.0303,0.8333,19.2982,0.5462,0.2588,0.0937,0.0985,0.1667
0.023,0.3871,0.0459,0.1821,0.2733,0.1176,0.4307,41.03,0.2556,0.5714,0.0044,0.6154,0.5693
0.0258,0.3492,0.0634,0.1488,0.2631,0.1346,0.3407,41.53,0.3465,0.5192,0.0043,0.5506,0.6593
0.002,0.0888,0.0,0.0888,0.005,0.0334,0.9333,6.6667,0.3093,0.2118,0.835,0.0167,0.0667
0.0017,0.0634,0.0,0.0634,0.0054,0.0286,0.9196,8.1633,0.4106,0.2112,0.1355,0.0268,0.0804
0.004,0.0673,0.0068,0.0605,0.012,0.0284,0.8455,9.5224,0.4982,0.3371,0.9623,0.0818,0.1545
0.0015,0.0488,0.0,0.0447,0.0083,0.0261,0.8609,5.6147,0.4719,0.237,0.1589,0.0783,0.1391
0.0007,0.0174,0.0,0.0139,0.0007,0.0074,0.9823,1.719,0.3674,0.3726,0.0483,0.0098,0.0177
0.0007,0.0106,0.0,0.0071,0.0006,0.0064,0.9823,1.719,0.3885,0.3716,0.0483,0.0098,0.0177
0.0008,0.0171,0.0,0.0128,0.0007,0.0055,0.9757,2.0695,0.5448,0.3355,0.5909,0.0146,0.0243
0.0008,0.0201,0.0,0.0161,0.0008,0.0072,0.976,2.0447,0.3844,0.3639,0.5947,0.012,0.024
0.0028,0.1229,0.0,0.1152,0.01,0.039,0.8966,10.8911,0.2727,0.327,0.0022,0.0517,0.1034
0.0353,0.4206,0.1009,0.2003,0.3364,0.1604,0.3407,41.53,0.4904,0.5705,0.0043,0.573,0.6593
0.0007,0.047,0.0,0.047,0.0017,0.0048,0.9614,0.0,0.3376,0.341,0.0873,0.0266,0.0386
0.0036,0.053,0.0106,0.053,0.0013,0.0131,0.9804,1.9527,0.4179,0.3268,0.031,0.0043,0.0196
0.0019,0.0531,0.0,0.0531,0.0053,0.026,0.9062,7.486,0.2355,0.186,0.9963,0.0521,0.0938
0.0017,0.0486,0.0,0.0486,0.0098,0.0223,0.8302,17.0311,0.171,0.2522,0.0571,0.1038,0.1698
0.0047,0.1433,0.008,0.0956,0.0136,0.0368,0.8385,14.4353,0.5652,0.4049,0.4627,0.0923,0.1615
0.0048,0.1155,0.0268,0.08,0.0174,0.047,0.8385,14.4353,0.5228,0.2775,0.4627,0.0385,0.1615
0.0008,0.0166,0.0,0.0166,0.0007,0.0069,0.9795,2.4658,0.2675,0.3426,0.071,0.0114,0.0205
0.1585,0.2941,0.1158,0.1838,0.2902,0.2069,0.3305,37.27,0.5076,0.425,0.0067,0.443,0.6695
0.0058,0.1277,0.0,0.1011,0.0202,0.0652,0.8421,11.8338,0.1833,0.2824,0.0048,0.0877,0.1579
0.027,0.3394,0.082,0.1493,0.3141,0.1429,0.3407,41.53,0.6116,0.4607,0.0043,0.4831,0.6593
0.0021,0.1435,0.0056,0.1269,0.0159,0.0447,0.85,10.4395,0.3692,0.2829,0.0016,0.0833,0.15
0.0016,0.0776,0.0,0.0776,0.0108,0.0318,0.8545,9.6138,0.2426,0.2197,0.0093,0.0909,0.1455
0.036,0.4322,0.0855,0.2203,0.2959,0.1536,0.3407,41.53,0.4068,0.6721,0.0043,0.6067,0.6593
0.047,0.3488,0.0702,0.1488,0.2866,0.1437,0.3407,41.53,0.5757,0.4651,0.0043,0.4719,0.6593
0.0051,0.118,0.0085,0.118,0.0071,0.0386,0.916,8.2569,0.1626,0.3371,0.0007,0.0504,0.084
0.0006,0.0035,0.0,0.0035,0.0003,0.0044,0.9902,0.7421,0.0478,0.32,0.0004,0.0059,0.0098
0.0047,0.0823,0.0083,0.0741,0.0092,0.0285,0.8712,10.8931,0.4049,0.4144,0.0179,0.0985,0.1288
0.0047,0.0836,0.0158,0.0522,0.0127,0.0368,0.8421,17.1278,0.5622,0.2876,0.5649,0.0752,0.1579
0.0012,0.0205,0.0,0.0205,0.001,0.0105,0.9755,3.4934,0.1684,0.3613,0.9817,0.014,0.0245
0.0018,0.0065,0.0,0.0065,0.0036,0.0105,0.8738,10.0221,0.1786,0.2703,0.0061,0.1068,0.1262
0.0026,0.0639,0.0,0.0639,0.016,0.0391,0.8108,18.0305,0.0213,0.2337,0.9724,0.0946,0.1892
0.0038,0.0887,0.006,0.0769,0.0114,0.0347,0.8468,16.0002,0.1615,0.3118,0.9675,0.0721,0.1532
0.0022,0.0545,0.0,0.0477,0.0069,0.0203,0.8925,11.32,0.3091,0.2772,0.0751,0.0645,0.1075
0.0605,0.4048,0.0941,0.1806,0.3025,0.1602,0.3407,41.53,0.459,0.5525,0.0043,0.5281,0.6593
0.0051,0.1243,0.0,0.1066,0.021,0.0421,0.7895,19.2804,0.2039,0.4302,0.0339,0.1316,0.2105
0.0041,0.0684,0.0092,0.0593,0.0073,0.0326,0.8824,12.4724,0.4754,0.2549,0.1579,0.0672,0.1176
0.024,0.1376,0.0219,0.1087,0.0247,0.0498,0.7937,17.2697,0.3187,0.4062,0.0177,0.119,0.2063
0.0562,0.3661,0.079,0.1726,0.3009,0.155,0.3407,41.53,0.3713,0.4899,0.0043,0.4944,0.6593
0.0201,0.27,0.0227,0.1425,0.2114,0.0986,0.3306,36.66,0.2036,0.5308,0.0046,0.6914,0.6694
0.0021,0.0667,0.0067,0.0667,0.0063,0.0219,0.8889,6.6905,0.3833,0.3517,0.3291,0.0714,0.1111
0.001,0.1036,0.0077,0.1036,0.0034,0.0175,0.9651,3.326,0.4728,0.3612,0.001,0.014,0.0349
0.0185,0.2354,0.0276,0.1204,0.2122,0.1039,0.3305,37.27,0.3408,0.424,0.0067,0.6456,0.6695
0.0025,0.04,0.0,0.04,0.0052,0.0211,0.8761,9.7794,0.1003,0.3172,0.004,0.0796,0.1239
0.0019,0.0492,0.0,0.0437,0.008,0.0239,0.8761,9.7794,0.409,0.2873,0.004,0.0708,0.1239
0.0079,0.2321,0.0227,0.1348,0.0562,0.0854,0.686,24.8887,0.4518,0.4239,0.0517,0.1653,0.314
0.0021,0.0966,0.0,0.0966,0.0072,0.0312,0.9333,5.352,0.2931,0.2682,0.3456,0.037,0.0667
0.025,0.3745,0.0453,0.1348,0.2522,0.1279,0.3831,56.35,0.291,0.6053,0.0285,0.6316,0.6169
0.0027,0.042,0.0,0.0378,0.0071,0.0244,0.8833,7.8606,0.6068,0.2503,0.0487,0.0583,0.1167
0.0023,0.0372,0.0,0.0297,0.0054,0.0208,0.881,10.2011,0.2927,0.3189,0.0018,0.0794,0.119
0.0515,0.3261,0.0714,0.1418,0.2978,0.143,0.3407,41.53,0.4013,0.4544,0.0043,0.5393,0.6593
0.0008,0.023,0.0,0.023,0.0007,0.0036,0.9773,1.8475,0.5282,0.331,0.8777,0.017,0.0227
0.0008,0.0462,0.0039,0.0462,0.0006,0.0055,0.9783,1.7672,0.6057,0.3817,0.8753,0.0109,0.0217
0.0222,0.3197,0.043,0.1634,0.2704,0.1132,0.2793,38.69,0.4128,0.4987,0.0048,0.5875,0.7207
0.0188,0.1454,0.0152,0.1053,0.0272,0.0557,0.7739,18.8009,0.6451,0.3281,0.0653,0.0957,0.2261
0.002,0.0084,0.0,0.0084,0.0019,0.0096,0.9385,6.2462,0.1918,0.2969,0.0121,0.0538,0.0615
0.0012,0.0344,0.0,0.0344,0.0047,0.0218,0.9211,8.416,0.1453,0.1838,0.0003,0.0351,0.0789
0.0007,0.0176,0.0,0.0176,0.001,0.0055,0.9709,3.1977,0.415,0.3168,0.0737,0.0194,0.0291
0.0164,0.214,0.0431,0.1284,0.2299,0.0916,0.314,36.66,0.4528,0.3991,0.0042,0.6747,0.686
0.002,0.0571,0.0,0.0571,0.0032,0.0097,0.8818,12.0,0.234,0.299,0.1633,0.0909,0.1182
0.0284,0.3452,0.079,0.1517,0.305,0.1402,0.3407,41.53,0.4855,0.4912,0.0043,0.5618,0.6593
0.0028,0.1096,0.0092,0.1005,0.0077,0.0296,0.8917,9.348,0.4844,0.4265,0.0107,0.0417,0.1083
0.0228,0.1722,0.0254,0.157,0.0068,0.0566,0.9398,4.6806,0.4563,0.4263,0.0085,0.0139,0.0602
0.0006,0.0038,0.0,0.0038,0.0004,0.0034,0.9863,1.3614,0.3175,0.2884,0.0027,0.0098,0.0137
0.0048,0.0871,0.0044,0.0871,0.0106,0.0496,0.9015,10.0,0.4337,0.2631,0.1565,0.0379,0.0985
0.0101,0.1312,0.012,0.1252,0.0117,0.0502,0.8889,10.5925,0.3556,0.3173,0.0375,0.0427,0.1111
0.0049,0.1307,0.0219,0.1132,0.0152,0.0512,0.8704,12.3631,0.2518,0.248,0.0091,0.0648,0.1296
0.0251,0.3991,0.06,0.1613,0.2807,0.1294,0.307,37.98,0.4524,0.5823,0.0052,0.6076,0.693
0.0055,0.0901,0.0124,0.0737,0.0119,0.037,0.8598,11.6025,0.5413,0.2474,0.7385,0.0654,0.1402
0.005,0.1149,0.0089,0.1061,0.0063,0.0339,0.916,8.5714,0.4518,0.3431,0.0185,0.0252,0.084
0.0013,0.0381,0.0035,0.0381,0.0011,0.0088,0.9804,1.9818,0.3985,0.3474,0.2736,0.0078,0.0196
0.0051,0.0974,0.0089,0.062,0.0106,0.0375,0.8584,14.8652,0.2532,0.3921,0.0067,0.0619,0.1416
0.0101,0.0944,0.025,0.0795,0.0078,0.0396,0.8976,10.6195,0.4224,0.3156,0.0051,0.0394,0.1024
0.0278,0.1702,0.0343,0.1532,0.0159,0.0566,0.8692,12.1972,0.3162,0.4348,0.0052,0.0538,0.1308
0.0063,0.1277,0.0215,0.1064,0.0118,0.0426,0.8626,14.8818,0.6296,0.365,0.008,0.0534,0.1374
0.0053,0.1327,0.0,0.1327,0.0123,0.0431,0.873,12.1739,0.2531,0.3953,0.0074,0.0635,0.127
0.0473,0.3496,0.0561,0.152,0.2697,0.1377,0.3407,41.53,0.4792,0.4736,0.0043,0.5169,0.6593
0.0128,0.2199,0.0171,0.1692,0.0236,0.0627,0.8073,15.9923,0.4315,0.3721,0.0238,0.1101,0.1927
0.0386,0.1613,0.0382,0.1234,0.0235,0.0762,0.8205,18.8239,0.5587,0.3043,0.0307,0.0427,0.1795
0.0051,0.1599,0.0081,0.1439,0.0125,0.0469,0.8712,13.3333,0.5453,0.3739,0.2393,0.0682,0.1288
0.0051,0.1213,0.0159,0.1002,0.0109,0.0434,0.8783,12.8065,0.6693,0.2813,0.7679,0.0435,0.1217
0.001,0.0055,0.0,0.0055,0.001,0.0066,0.9671,2.8063,0.1248,0.3254,0.7645,0.023,0.0329
0.0035,0.109,0.0174,0.0975,0.0108,0.034,0.8673,13.8741,0.4766,0.3076,0.0085,0.0796,0.1327
0.005,0.1262,0.017,0.1093,0.01,0.0412,0.8729,11.4529,0.4982,0.4018,0.0068,0.0593,0.1271
0.0114,0.1081,0.0172,0.1081,0.0133,0.0455,0.8609,11.8353,0.5586,0.3161,0.0071,0.0696,0.1391
0.0224,0.33,0.05,0.165,0.2614,0.1087,0.3306,36.66,0.504,0.5433,0.0046,0.6543,0.6694
0.0012,0.0227,0.0,0.0227,0.0006,0.0093,0.9815,1.8519,0.311,0.34,0.0874,0.0111,0.0185
0.006,0.1786,0.0216,0.1429,0.0291,0.0579,0.7658,14.6543,0.512,0.3745,0.0205,0.1171,0.2342
0.0426,0.1916,0.04,0.1652,0.0196,0.0794,0.8595,14.7383,0.6242,0.3851,0.0191,0.0331,0.1405
0.0007,0.0354,0.0,0.0354,0.001,0.0048,0.9784,1.8735,0.2862,0.3094,0.2099,0.0168,0.0216
0.0044,0.0942,0.0119,0.0883,0.01,0.0324,0.8926,9.253,0.4868,0.305,0.2899,0.0579,0.1074
0.0046,0.0627,0.009,0.0537,0.006,0.0255,0.8974,9.386,0.4516,0.3654,0.874,0.0684,0.1026
0.0247,0.0745,0.0354,0.0627,0.0027,0.0292,0.9697,2.7731,0.3925,0.4143,0.4908,0.0076,0.0303
0.0048,0.0948,0.0087,0.0862,0.0088,0.0321,0.8934,8.4476,0.5981,0.419,0.0023,0.0492,0.1066
0.0038,0.1095,0.0058,0.1095,0.0093,0.0375,0.9098,4.7532,0.6447,0.3087,0.001,0.0328,0.0902
0.0049,0.0864,0.0124,0.0864,0.0111,0.0361,0.877,12.8459,0.2602,0.3386,0.008,0.0656,0.123
0.0022,0.0955,0.0,0.0955,0.0081,0.0324,0.8872,10.94,0.2423,0.3218,0.0079,0.0752,0.1128
0.0087,0.1087,0.0073,0.1087,0.0062,0.0338,0.9167,5.6835,0.4288,0.3187,0.1133,0.0303,0.0833
0.0041,0.1223,0.0148,0.1223,0.0077,0.0364,0.9167,5.6835,0.2426,0.3051,0.1133,0.0303,0.0833
0.0141,0.1351,0.0273,0.0991,0.0124,0.0529,0.8618,13.2885,0.2575,0.382,0.0004,0.0488,0.1382
0.0216,0.1129,0.012,0.0951,0.0173,0.0587,0.8382,11.4085,0.2589,0.3436,0.0005,0.0662,0.1618
0.0024,0.0703,0.0,0.0703,0.0057,0.0231,0.8943,10.2768,0.2558,0.3395,0.0077,0.065,0.1057
0.0045,0.0829,0.0166,0.0564,0.0035,0.0211,0.9569,5.3398,0.3876,0.3909,0.3984,0.0117,0.0431
0.0121,0.0807,0.0148,0.0734,0.009,0.0446,0.9174,7.9545,0.235,0.2555,0.0087,0.0275,0.0826
0.017,0.2711,0.0269,0.1333,0.2307,0.1038,0.392,43.06,0.4228,0.3922,0.0045,0.5395,0.608
0.01,0.1193,0.0201,0.0928,0.0152,0.0453,0.8407,14.8985,0.3499,0.3598,0.002,0.0796,0.1593
0.024,0.0827,0.0238,0.0788,0.01,0.0487,0.875,9.4,0.2809,0.2229,0.002,0.0357,0.125
0.0021,0.0677,0.0,0.061,0.0043,0.0222,0.9154,8.547,0.4301,0.3003,0.0024,0.0538,0.0846
0.0027,0.0326,0.0047,0.0233,0.0049,0.0176,0.9055,8.9041,0.4691,0.2559,0.0041,0.0551,0.0945
0.0005,0.0301,0.003,0.0241,0.0005,0.0029,0.9883,0.0,0.2272,0.262,0.0023,0.0059,0.0117
0.0018,0.0622,0.0089,0.0356,0.0029,0.0103,0.9589,0.0,0.4208,0.3612,0.0017,0.0157,0.0411
0.0029,0.0501,0.0126,0.0376,0.0075,0.0253,0.9065,10.4651,0.4013,0.1814,0.0098,0.0374,0.0935
0.002,0.1216,0.0,0.0962,0.0204,0.036,0.825,17.2936,0.3202,0.2712,0.0023,0.0917,0.175
0.0097,0.1315,0.012,0.1255,0.01,0.0475,0.8898,7.6386,0.2423,0.2865,0.0056,0.0394,0.1102
0.034,0.1872,0.041,0.1099,0.1791,0.0998,0.3305,37.27,0.1746,0.3485,0.0067,0.6076,0.6695
0.0196,0.0594,0.02,0.0594,0.0072,0.0351,0.9,5.4424,0.3059,0.2347,0.06,0.0455,0.1
0.006,0.0807,0.0086,0.0764,0.0086,0.0319,0.8828,9.7144,0.442,0.2549,0.0086,0.0547,0.1172
0.0011,0.0189,0.0076,0.0151,0.0006,0.0054,0.9804,1.9544,0.2513,0.2978,0.0017,0.0098,0.0196
0.0179,0.3176,0.0343,0.1418,0.2493,0.1045,0.4899,37.68,0.1335,0.4803,0.0044,0.6842,0.5101
0.0008,0.029,0.0,0.029,0.0007,0.0069,0.9817,1.9178,0.135,0.2882,0.0471,0.0114,0.0183
0.0339,0.244,0.0205,0.122,0.2227,0.1076,0.339,37.27,0.3041,0.4048,0.008,0.6282,0.661
0.0019,0.0919,0.0,0.0919,0.0105,0.033,0.8667,11.1675,0.4464,0.2612,0.0122,0.0583,0.1333
0.0018,0.097,0.0,0.0831,0.0096,0.0292,0.8898,11.4286,0.4264,0.2378,0.0041,0.0593,0.1102
0.0041,0.103,0.0047,0.0749,0.015,0.0448,0.8571,7.8914,0.4336,0.2504,0.1766,0.0714,0.1429
0.0074,0.0982,0.0239,0.0643,0.0273,0.0508,0.7966,18.0,0.4157,0.2317,0.1206,0.0508,0.2034
0.0021,0.0485,0.0,0.0485,0.0039,0.012,0.9422,0.0,0.3376,0.2888,0.4464,0.0408,0.0578
0.046,0.2548,0.036,0.1296,0.2395,0.1176,0.32,35.95,0.4993,0.3908,0.0079,0.5647,0.68
0.0021,0.0674,0.0,0.0607,0.0099,0.0232,0.8824,9.0012,0.5589,0.3414,0.0768,0.0662,0.1176
0.0165,0.2018,0.0245,0.1218,0.0309,0.0765,0.8174,10.4745,0.5864,0.2536,0.0774,0.0522,0.1826
0.003,0.0444,0.0111,0.0296,0.0021,0.0108,0.9607,4.6367,0.5306,0.3664,0.9314,0.0157,0.0393
0.0024,0.107,0.0,0.0818,0.0176,0.0423,0.8374,12.6616,0.6004,0.3075,0.2883,0.0732,0.1626
0.0057,0.1495,0.0094,0.1215,0.0259,0.0526,0.808,12.5441,0.3625,0.3835,0.0472,0.112,0.192
0.005,0.098,0.0156,0.0722,0.0252,0.0408,0.7589,24.7525,0.5309,0.3146,0.0259,0.1518,0.2411
0.003,0.1386,0.0,0.1386,0.0088,0.0338,0.9,10.7143,0.2043,0.3412,0.0005,0.05,0.1
0.0043,0.1746,0.0121,0.1264,0.0197,0.0521,0.8396,15.4912,0.3091,0.2978,0.001,0.0755,0.1604
0.0179,0.2667,0.0292,0.1334,0.2402,0.0991,0.2793,38.69,0.2427,0.4447,0.0048,0.625,0.7207
0.0076,0.0508,0.0051,0.0508,0.0107,0.0376,0.871,13.7255,0.1022,0.2618,0.0004,0.0806,0.129
0.0012,0.0243,0.007,0.0243,0.0006,0.0065,0.9861,1.0257,0.3933,0.295,0.0167,0.0079,0.0139
0.0113,0.0935,0.0262,0.0727,0.0157,0.0423,0.8403,15.2067,0.3761,0.2776,0.0181,0.0672,0.1597
0.0035,0.0861,0.0051,0.0861,0.0093,0.0354,0.872,6.9038,0.3531,0.3101,0.0017,0.088,0.128
0.0021,0.0948,0.006,0.0889,0.0065,0.0297,0.9167,4.9843,0.3296,0.3023,0.0017,0.053,0.0833
0.0026,0.0534,0.0,0.04,0.0201,0.043,0.7895,16.0033,0.33,0.2922,0.6386,0.1158,0.2105
0.0066,0.1728,0.0056,0.1338,0.029,0.0679,0.8217,14.4846,0.3397,0.3278,0.0117,0.0698,0.1783
0.006,0.1658,0.0,0.1244,0.0232,0.0576,0.8203,12.3128,0.4597,0.2997,0.0095,0.1016,0.1797
0.0063,0.1527,0.0062,0.0977,0.0204,0.0569,0.8443,9.5855,0.2897,0.3022,0.1098,0.0902,0.1557
0.0039,0.1253,0.006,0.1194,0.011,0.0411,0.8739,12.6723,0.6095,0.3114,0.0016,0.0504,0.1261
0.0044,0.1276,0.0177,0.1012,0.0126,0.0455,0.8824,12.7273,0.6363,0.2683,0.0016,0.0336,0.1176
0.0046,0.1637,0.011,0.1255,0.0157,0.0496,0.8636,11.1213,0.5376,0.3311,0.0022,0.0455,0.1364
0.0052,0.1381,0.0116,0.1209,0.0149,0.0473,0.8667,10.5986,0.4397,0.3386,0.0079,0.0667,0.1333
0.0023,0.0908,0.0,0.0848,0.0101,0.0347,0.8632,13.5922,0.7035,0.3023,0.3451,0.0598,0.1368
0.0659,0.2918,0.0633,0.1392,0.2748,0.1303,0.3407,41.53,0.3173,0.4284,0.0043,0.573,0.6593
0.0025,0.1095,0.0254,0.0926,0.0086,0.0215,0.9378,6.5037,0.5772,0.3814,0.1109,0.0285,0.0622
0.0158,0.252,0.0356,0.1105,0.2182,0.1044,0.3305,37.27,0.4567,0.3618,0.0067,0.5443,0.6695
0.0464,0.3287,0.0523,0.1557,0.2689,0.1289,0.3407,41.53,0.436,0.5258,0.0043,0.5843,0.6593
0.0447,0.3299,0.0656,0.1563,0.2951,0.1415,0.3407,41.53,0.4537,0.4373,0.0043,0.4719,0.6593
0.001,0.0155,0.0,0.0155,0.0004,0.0071,0.9844,1.1856,0.1866,0.2823,0.7342,0.0094,0.0156
0.0017,0.0229,0.0,0.0229,0.0005,0.0095,0.9855,1.0997,0.1638,0.295,0.7358,0.0087,0.0145
0.0011,0.0542,0.0045,0.0451,0.0018,0.0117,0.9627,3.6176,0.42,0.3542,0.8548,0.0186,0.0373
0.0031,0.0603,0.0047,0.0603,0.005,0.0243,0.9167,8.8458,0.3173,0.2564,0.0936,0.0303,0.0833
0.0042,0.0886,0.0064,0.0823,0.0063,0.0324,0.912,9.3458,0.4321,0.3078,0.2079,0.04,0.088
0.0028,0.0617,0.0041,0.0576,0.0071,0.0244,0.888,12.1495,0.6047,0.2362,0.1633,0.064,0.112
0.0041,0.0952,0.0064,0.0889,0.0112,0.0331,0.8651,13.913,0.5212,0.3548,0.0004,0.0635,0.1349
0.0211,0.3333,0.0632,0.1771,0.3231,0.0861,0.3407,41.53,0.4503,0.6472,0.0043,0.7079,0.6593
0.0022,0.0521,0.0,0.0391,0.0061,0.0222,0.8899,10.9741,0.491,0.2662,0.0012,0.055,0.1101
0.0655,0.3084,0.0669,0.1471,0.2724,0.139,0.3411,42.55,0.4658,0.4564,0.0044,0.5059,0.6589
0.0041,0.0752,0.0069,0.0547,0.0055,0.0297,0.9083,7.4832,0.4573,0.2853,0.0024,0.0333,0.0917
0.0026,0.0402,0.0,0.0402,0.0037,0.019,0.9083,7.4832,0.2177,0.339,0.0024,0.0583,0.0917
0.0006,0.0117,0.0,0.0117,0.0004,0.0043,0.9848,1.3753,0.2215,0.3103,0.4942,0.0108,0.0152
0.0007,0.0146,0.0,0.0146,0.0004,0.0054,0.9848,1.3753,0.1932,0.3064,0.4942,0.0108,0.0152
0.0522,0.3901,0.061,0.2018,0.3052,0.1395,0.3407,41.53,0.3682,0.5887,0.0043,0.5955,0.6593
0.0567,0.3875,0.0873,0.1988,0.3383,0.1606,0.3407,41.53,0.507,0.5005,0.0043,0.4719,0.6593
0.0028,0.1345,0.0,0.1108,0.0219,0.04,0.7778,18.6821,0.5318,0.3863,0.0047,0.1197,0.2222
0.0023,0.0654,0.0,0.0436,0.0113,0.0248,0.8203,19.3531,0.3809,0.3305,0.0054,0.1016,0.1797
0.0024,0.0448,0.0,0.0373,0.0038,0.0211,0.9252,8.1395,0.1335,0.25,0.0009,0.0374,0.0748
0.0016,0.0346,0.0,0.0297,0.0032,0.0194,0.934,7.0588,0.1309,0.2132,0.0013,0.0283,0.066
0.054,0.4112,0.0849,0.1963,0.3372,0.1311,0.3407,41.53,0.54,0.6836,0.0043,0.6742,0.6593
0.0222,0.3339,0.0602,0.1395,0.2889,0.1228,0.3407,41.53,0.4688,0.4741,0.0043,0.5281,0.6593
0.0011,0.0172,0.0,0.0115,0.0019,0.0072,0.9464,5.7766,0.1674,0.3425,0.0112,0.0393,0.0536
0.0191,0.0632,0.0142,0.0562,0.0058,0.0319,0.8939,11.7117,0.2974,0.3103,0.0012,0.0455,0.1061
0.004,0.0658,0.0083,0.0658,0.0058,0.0197,0.9091,7.79,0.4132,0.3257,0.0015,0.0606,0.0909
0.0031,0.0839,0.005,0.0839,0.007,0.0274,0.9091,7.79,0.3848,0.2475,0.0015,0.053,0.0909
0.0113,0.1521,0.017,0.1436,0.0132,0.0506,0.8889,10.048,0.4732,0.3845,0.0006,0.0513,0.1111
0.0676,0.3582,0.1093,0.2171,0.3039,0.148,0.3407,41.53,0.4652,0.5091,0.0043,0.4944,0.6593
0.0027,0.1182,0.0,0.0636,0.0109,0.0292,0.8385,19.0394,0.4379,0.414,0.0058,0.0846,0.1615
0.0053,0.1163,0.016,0.0899,0.0295,0.051,0.7339,19.2588,0.468,0.2532,0.1499,0.1468,0.2661
0.0084,0.0474,0.016,0.0395,0.0101,0.0202,0.8242,18.1327,0.544,0.2899,0.0152,0.1209,0.1758
0.003,0.1145,0.0153,0.1145,0.0038,0.0232,0.9538,4.1345,0.407,0.3273,0.0032,0.026,0.0462
0.0093,0.3805,0.0268,0.1681,0.2569,0.1033,0.4307,41.03,0.3219,0.5854,0.0044,0.6667,0.5693
0.044,0.3541,0.0594,0.2033,0.1178,0.1201,0.6062,15.8754,0.255,0.5192,0.0048,0.2332,0.3938
0.0045,0.0106,0.0,0.0106,0.0032,0.0204,0.9355,6.383,0.1878,0.2829,0.0007,0.0403,0.0645
0.0018,0.0324,0.0041,0.0324,0.0015,0.0092,0.9726,2.7397,0.246,0.3479,0.0875,0.0137,0.0274
0.0195,0.3518,0.0406,0.201,0.2692,0.1091,0.3333,36.25,0.2433,0.6443,0.0049,0.6707,0.6667
0.0026,0.1546,0.0,0.116,0.0193,0.0456,0.8268,15.907,0.2074,0.3056,0.9868,0.1102,0.1732
0.0056,0.0837,0.0094,0.0837,0.0092,0.0309,0.9084,7.8341,0.2329,0.3521,0.0005,0.0382,0.0916
0.0207,0.3437,0.0495,0.1719,0.2618,0.1101,0.392,43.06,0.4964,0.4866,0.0045,0.5526,0.608
0.0189,0.2779,0.0342,0.1491,0.2321,0.0952,0.2793,38.69,0.4116,0.4896,0.0048,0.6875,0.7207
0.0181,0.251,0.0427,0.1131,0.2228,0.1121,0.3407,41.53,0.4869,0.3788,0.0043,0.5056,0.6593
0.0046,0.0929,0.0067,0.073,0.0143,0.0338,0.8462,7.0906,0.2611,0.327,0.0006,0.0855,0.1538
