BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.126,0.531,0.2679,0.3717,0.2177,0.1468,0.5551,26.3859,0.6738,0.5796,0.0161,0.2449,0.4449
0.3129,0.6329,0.3204,0.4348,0.4395,0.3476,0.4268,60.75,0.8678,0.7503,0.0266,0.4468,0.5732
0.195,0.4695,0.2718,0.2958,0.6169,0.213,0.4194,47.42,0.6503,0.7329,0.0039,0.6042,0.5806
0.1924,0.5016,0.2589,0.328,0.5397,0.2144,0.498,52.19,0.6869,0.7045,0.0009,0.5476,0.502
0.1419,0.4821,0.1836,0.2476,0.4198,0.1757,0.4871,50.16,0.6574,0.6591,0.0004,0.6134,0.5129
0.3228,0.6089,0.4045,0.4581,0.2865,0.3347,0.51,59.74,0.7274,0.7281,0.0008,0.2231,0.49
0.1977,0.5412,0.2544,0.2471,0.444,0.2341,0.4122,61.36,0.7764,0.7147,0.0254,0.5625,0.5878
0.3202,0.5684,0.3122,0.4053,0.4879,0.343,0.4402,57.0,0.7569,0.7384,0.0225,0.4809,0.5598
0.218,0.5483,0.2415,0.3029,0.4506,0.2575,0.4603,53.41,0.8414,0.7151,0.0016,0.4853,0.5397
0.3366,0.5974,0.3655,0.4052,0.26,0.3556,0.51,49.65,0.7646,0.7406,0.0009,0.2008,0.49
0.2481,0.5913,0.3324,0.4174,0.2447,0.2697,0.5502,58.82,0.7884,0.6599,0.0039,0.1847,0.4498
0.1602,0.4057,0.1897,0.28,0.1865,0.1838,0.5301,56.18,0.6345,0.6399,0.004,0.2691,0.4699
0.2781,0.5946,0.3746,0.3964,0.5912,0.299,0.494,60.75,0.8696,0.7601,0.0006,0.4524,0.506
0.057,0.4444,0.1,0.1988,0.3599,0.1211,0.4435,59.64,0.6288,0.6326,0.0004,0.6692,0.5565
0.3216,0.6597,0.3655,0.426,0.5805,0.3507,0.4502,55.68,0.7916,0.7904,0.0135,0.442,0.5498
0.1643,0.525,0.2264,0.3,0.2727,0.197,0.506,60.14,0.7208,0.6842,0.0005,0.2691,0.494
0.1562,0.5281,0.2542,0.3146,0.4829,0.2084,0.4701,47.42,0.8392,0.71,0.0025,0.4812,0.5299
0.2882,0.4612,0.2325,0.3099,0.4314,0.3156,0.3475,52.39,0.7292,0.4552,0.034,0.4565,0.6525
0.299,0.5984,0.3272,0.399,0.5315,0.3241,0.4625,58.32,0.8329,0.7345,0.0102,0.4779,0.5375
0.2568,0.6143,0.4388,0.4429,0.2642,0.2677,0.5462,66.98,0.6654,0.6821,0.0007,0.1968,0.4538
0.2992,0.5714,0.3179,0.3367,0.4695,0.325,0.4466,43.97,0.8962,0.7202,0.0044,0.45,0.5534
0.0641,0.4181,0.0759,0.2065,0.1438,0.1373,0.5139,51.68,0.7298,0.5775,0.0044,0.2908,0.4861
0.0299,0.2694,0.0746,0.1818,0.3279,0.0714,0.452,51.41,0.4748,0.631,0.0088,0.7591,0.548
0.1447,0.4845,0.2125,0.2919,0.4821,0.168,0.4664,66.98,0.6132,0.6927,0.0005,0.6296,0.5336
0.2749,0.5759,0.3263,0.3979,0.4687,0.298,0.4578,58.42,0.845,0.7204,0.0025,0.4889,0.5422
0.2891,0.6034,0.3237,0.3678,0.4492,0.3164,0.4163,51.38,0.8843,0.7061,0.014,0.5074,0.5837
0.2397,0.5015,0.2991,0.3715,0.5234,0.2555,0.4502,60.14,0.609,0.7205,0.0008,0.529,0.5498
0.2195,0.5707,0.2842,0.2984,0.5306,0.2554,0.4843,54.76,0.5914,0.7182,0.0004,0.4885,0.5157
0.2358,0.5291,0.3041,0.3605,0.2238,0.2625,0.5936,33.6451,0.8096,0.6677,0.0005,0.1235,0.4064
0.218,0.5479,0.2246,0.3085,0.47,0.2565,0.4625,71.34,0.8301,0.7109,0.0006,0.5147,0.5375
0.2046,0.5455,0.2335,0.2929,0.4115,0.2515,0.4683,66.17,0.7952,0.6995,0.0007,0.5224,0.5317
0.2856,0.5803,0.3385,0.4249,0.4721,0.3094,0.4921,60.35,0.848,0.7218,0.0013,0.4688,0.5079
0.2067,0.5031,0.25,0.3416,0.4434,0.2273,0.4297,71.85,0.7811,0.7381,0.0022,0.5915,0.5703
0.2224,0.573,0.2663,0.3459,0.4467,0.2596,0.464,60.14,0.8272,0.748,0.0025,0.4701,0.536
0.2211,0.5228,0.318,0.3587,0.5723,0.2424,0.4699,70.33,0.6899,0.7459,0.0007,0.4924,0.5301
0.2044,0.5239,0.2776,0.3042,0.465,0.2323,0.4819,60.24,0.7492,0.697,0.0009,0.5349,0.5181
0.1565,0.4518,0.2061,0.2349,0.2169,0.1871,0.52,61.97,0.6978,0.659,0.0137,0.28,0.48
0.2294,0.5745,0.2779,0.3469,0.4821,0.2635,0.4563,53.0,0.7587,0.7256,0.0075,0.5036,0.5437
0.1923,0.5615,0.2473,0.246,0.3902,0.2326,0.498,57.06,0.7571,0.67,0.0025,0.5276,0.502
0.1742,0.5481,0.2985,0.3333,0.1992,0.1964,0.5737,62.07,0.7964,0.6727,0.0005,0.1992,0.4263
0.2003,0.4508,0.2875,0.2921,0.2303,0.2127,0.5336,49.86,0.7512,0.6673,0.0006,0.249,0.4664
0.0727,0.4309,0.0833,0.1989,0.2985,0.1361,0.412,61.97,0.8342,0.6098,0.0048,0.6788,0.588
0.3045,0.5864,0.3526,0.3927,0.5255,0.3253,0.4841,63.02,0.8121,0.7305,0.0006,0.4385,0.5159
0.3278,0.5882,0.3763,0.3743,0.2717,0.3443,0.5079,58.32,0.8838,0.7224,0.0032,0.1905,0.4921
0.2496,0.5743,0.2786,0.3465,0.4884,0.2843,0.4704,66.27,0.6461,0.7275,0.0077,0.4478,0.5296
0.2443,0.5572,0.3068,0.305,0.2298,0.2657,0.5502,54.02,0.905,0.7223,0.0036,0.1968,0.4498
0.2151,0.4583,0.2515,0.2738,0.4799,0.2352,0.4737,63.7,0.6194,0.6691,0.0005,0.5923,0.5263
0.336,0.6571,0.3636,0.281,0.4873,0.3703,0.4528,57.81,0.8074,0.7483,0.0061,0.3741,0.5472
0.1463,0.5333,0.212,0.3018,0.5079,0.1844,0.5,54.46,0.6949,0.6517,0.0009,0.5431,0.5
0.1935,0.5412,0.2485,0.2529,0.4989,0.2242,0.4137,51.78,0.8307,0.7218,0.0015,0.6027,0.5863
0.2664,0.5657,0.3161,0.3371,0.5053,0.2902,0.413,53.21,0.7801,0.7125,0.0063,0.5379,0.587
0.1954,0.5244,0.2638,0.3354,0.2365,0.2234,0.5299,62.27,0.8067,0.7247,0.0048,0.2191,0.4701
0.2496,0.5413,0.3037,0.4103,0.2301,0.2723,0.5514,64.0,0.7915,0.5894,0.3051,0.1893,0.4486
0.236,0.5722,0.2906,0.3739,0.1742,0.2662,0.5458,54.97,0.8424,0.6351,0.0056,0.1875,0.4542
0.2721,0.5573,0.3246,0.3646,0.4797,0.2958,0.472,60.24,0.7932,0.7064,0.003,0.4848,0.528
0.2159,0.6027,0.2895,0.368,0.4843,0.2606,0.448,60.14,0.6989,0.7003,0.005,0.471,0.552
0.1689,0.4955,0.2222,0.3164,0.4882,0.2018,0.4269,51.68,0.6726,0.6993,0.0008,0.5931,0.5731
0.1306,0.4859,0.1648,0.2712,0.4086,0.168,0.46,66.67,0.74,0.6719,0.0011,0.6,0.54
0.1868,0.465,0.2179,0.3248,0.2344,0.2054,0.5458,61.87,0.592,0.6439,0.0102,0.247,0.4542
0.3879,0.6873,0.426,0.5116,0.6241,0.4051,0.4618,49.45,0.8905,0.7777,0.0005,0.3582,0.5382
0.2044,0.5,0.2575,0.2976,0.2229,0.2255,0.5595,52.29,0.8457,0.6739,0.0004,0.2143,0.4405
0.1152,0.5147,0.2,0.2868,0.4444,0.1698,0.3767,57.61,0.7099,0.635,0.0009,0.5821,0.6233
0.1567,0.4556,0.1786,0.2663,0.4032,0.183,0.405,60.55,0.4886,0.6983,0.0084,0.5972,0.595
0.2195,0.4937,0.3019,0.3625,0.2805,0.2364,0.512,61.87,0.7361,0.6993,0.001,0.244,0.488
0.1587,0.4862,0.2291,0.32,0.2408,0.1859,0.5221,53.51,0.6534,0.6803,0.0004,0.257,0.4779
0.3729,0.6571,0.5,0.4686,0.2796,0.3822,0.5198,58.11,0.8958,0.7845,0.002,0.1865,0.4802
0.1325,0.429,0.1993,0.2442,0.2063,0.1577,0.5317,62.17,0.5763,0.6788,0.0006,0.2698,0.4683
0.1747,0.4345,0.2444,0.345,0.5098,0.1902,0.4878,59.74,0.5824,0.6492,0.0005,0.5952,0.5122
0.1596,0.5475,0.2135,0.257,0.4474,0.203,0.4217,55.88,0.87,0.708,0.0081,0.5417,0.5783
0.2319,0.5556,0.3176,0.3918,0.2399,0.2585,0.5873,26.3587,0.5054,0.6657,0.0003,0.1746,0.4127
0.2672,0.5325,0.3614,0.3839,0.2834,0.2773,0.5099,60.35,0.7602,0.7244,0.0007,0.2372,0.4901
0.2828,0.5895,0.3435,0.3747,0.5151,0.3024,0.4656,53.71,0.7444,0.7143,0.0035,0.447,0.5344
0.1607,0.4962,0.1781,0.2481,0.1887,0.2133,0.512,67.18,0.7148,0.6724,0.0018,0.264,0.488
0.2807,0.535,0.3486,0.4438,0.2572,0.2919,0.5703,51.99,0.7289,0.7033,0.0004,0.1647,0.4297
0.1985,0.5248,0.2229,0.2682,0.4813,0.2264,0.436,56.05,0.7943,0.6709,0.009,0.5532,0.564
0.2014,0.4965,0.2887,0.3217,0.2102,0.2202,0.567,60.65,0.6199,0.6539,0.0004,0.1875,0.433
0.2266,0.557,0.288,0.2971,0.4958,0.2595,0.4661,65.96,0.7827,0.7093,0.0051,0.5299,0.5339
0.0987,0.3389,0.1405,0.2326,0.4008,0.1212,0.494,51.18,0.4508,0.6357,0.0039,0.6772,0.506
0.1473,0.5053,0.164,0.2,0.4016,0.198,0.4378,49.65,0.7407,0.6409,0.0006,0.55,0.5622
0.1165,0.4276,0.1722,0.2829,0.2207,0.1564,0.5126,58.32,0.7538,0.6686,0.0004,0.3025,0.4874
0.2584,0.5185,0.3381,0.359,0.2345,0.2723,0.5512,61.16,0.6509,0.6785,0.009,0.2047,0.4488
0.0387,0.3077,0.101,0.1873,0.3703,0.0838,0.4127,51.62,0.6142,0.6615,0.022,0.7568,0.5873
0.1393,0.4962,0.1846,0.3359,0.4205,0.1701,0.4612,62.48,0.7259,0.6085,0.0015,0.6017,0.5388
0.3048,0.6446,0.3657,0.3747,0.5822,0.326,0.4308,58.01,0.8785,0.7403,0.0006,0.4514,0.5692
0.3181,0.6076,0.3461,0.3797,0.4787,0.341,0.468,55.78,0.8825,0.7056,0.0008,0.4361,0.532
0.2208,0.5383,0.2134,0.3012,0.4188,0.2685,0.4502,59.94,0.9087,0.689,0.0046,0.4928,0.5498
0.331,0.665,0.3827,0.3959,0.5657,0.3627,0.4422,46.81,0.8793,0.7697,0.0015,0.4429,0.5578
0.194,0.5562,0.2798,0.3254,0.2188,0.2263,0.51,60.35,0.8377,0.7059,0.0045,0.241,0.49
0.2422,0.5125,0.2969,0.2841,0.2517,0.2635,0.5159,58.52,0.7929,0.6611,0.0126,0.25,0.4841
0.147,0.4351,0.1979,0.2456,0.1546,0.1829,0.5849,66.17,0.7222,0.6415,0.0005,0.1981,0.4151
0.166,0.425,0.2327,0.3187,0.2428,0.1842,0.5079,49.25,0.639,0.686,0.0007,0.3071,0.4921
0.2013,0.5556,0.2919,0.3827,0.5843,0.2265,0.4603,58.42,0.6326,0.7488,0.0039,0.4926,0.5397
0.2827,0.5971,0.3073,0.3883,0.491,0.3121,0.4585,60.14,0.7832,0.7037,0.0011,0.438,0.5415
0.0664,0.4899,0.1739,0.219,0.4567,0.1505,0.4458,41.19,0.6327,0.694,0.0062,0.587,0.5542
0.164,0.5655,0.2156,0.256,0.2205,0.2093,0.532,55.03,0.8767,0.6875,0.0007,0.22,0.468
0.2773,0.5174,0.3619,0.3281,0.3044,0.288,0.5137,68.81,0.7387,0.7472,0.0004,0.2431,0.4863
0.3344,0.6211,0.3704,0.3789,0.2717,0.3549,0.502,68.6,0.853,0.7252,0.0069,0.2055,0.498
0.131,0.439,0.1471,0.2276,0.3726,0.1711,0.4049,49.96,0.7573,0.6352,0.0282,0.6803,0.5951
0.1145,0.5279,0.1582,0.2437,0.4032,0.1758,0.4418,60.45,0.6069,0.672,0.0047,0.5827,0.5582
0.2894,0.6134,0.3212,0.3763,0.5219,0.3204,0.4841,58.01,0.8794,0.7228,0.0059,0.4462,0.5159
0.1683,0.4281,0.2462,0.318,0.2214,0.1896,0.5198,54.83,0.5171,0.6657,0.0012,0.2897,0.4802
0.2023,0.5046,0.2724,0.2585,0.2742,0.2309,0.5082,60.75,0.5956,0.672,0.0228,0.2582,0.4918
0.2487,0.5441,0.2582,0.3476,0.2095,0.2851,0.5157,51.38,0.7773,0.6836,0.0019,0.2244,0.4843
0.2671,0.5357,0.3832,0.3333,0.2883,0.2822,0.5079,63.29,0.9298,0.7389,0.0437,0.2205,0.4921
0.1522,0.4869,0.1684,0.2775,0.407,0.198,0.4538,54.86,0.7577,0.6792,0.0202,0.6324,0.5462
0.312,0.6138,0.3723,0.381,0.5431,0.334,0.4704,46.71,0.8381,0.7556,0.0005,0.4104,0.5296
0.0731,0.3676,0.0878,0.2056,0.3692,0.1126,0.431,59.03,0.4624,0.6478,0.0048,0.6912,0.569
0.2064,0.5394,0.2988,0.3758,0.5379,0.2313,0.4337,50.26,0.7375,0.7401,0.0057,0.5248,0.5663
0.145,0.5,0.1768,0.2473,0.4228,0.1891,0.428,60.14,0.7957,0.6829,0.0072,0.6014,0.572
0.2069,0.5415,0.2109,0.3682,0.4964,0.2424,0.3846,56.89,0.6026,0.5422,0.0032,0.5625,0.6154
0.3348,0.5556,0.3301,0.3768,0.442,0.3566,0.494,54.12,0.8773,0.7198,0.0555,0.3968,0.506
0.2503,0.5353,0.2959,0.3176,0.5296,0.2702,0.4733,55.88,0.7092,0.7036,0.001,0.4688,0.5267
0.2045,0.4737,0.2529,0.3216,0.438,0.2261,0.4615,50.26,0.8518,0.6947,0.0085,0.5865,0.5385
0.1753,0.4932,0.2234,0.2981,0.4255,0.2154,0.4382,57.3,0.7923,0.7069,0.0027,0.5603,0.5618
0.1423,0.4737,0.2,0.2865,0.2312,0.175,0.5415,54.86,0.5608,0.6449,0.0007,0.249,0.4585
0.1315,0.4014,0.2091,0.2422,0.2039,0.1517,0.5556,52.29,0.6769,0.6747,0.0005,0.2619,0.4444
0.187,0.429,0.2286,0.2902,0.457,0.2037,0.4876,53.61,0.4622,0.6771,0.0004,0.6129,0.5124
0.1884,0.4795,0.2207,0.3082,0.4831,0.2138,0.4429,62.78,0.7297,0.6646,0.0015,0.5656,0.5571
0.0719,0.4022,0.082,0.1902,0.1414,0.1263,0.5502,52.39,0.6033,0.5598,0.0079,0.2731,0.4498
0.2144,0.5534,0.2479,0.3562,0.5247,0.2515,0.4538,58.32,0.777,0.707,0.0021,0.4926,0.5462
0.2384,0.4924,0.2653,0.3299,0.4041,0.2625,0.4582,68.6,0.6456,0.697,0.0076,0.5515,0.5418
0.2709,0.5492,0.2897,0.3432,0.3927,0.3052,0.4229,57.4,0.8124,0.7062,0.0257,0.4658,0.5771
0.2527,0.5697,0.3403,0.3442,0.4907,0.2738,0.4516,52.49,0.6036,0.7385,0.0261,0.5,0.5484
0.2168,0.6076,0.2646,0.3544,0.4799,0.2706,0.432,57.91,0.7946,0.7194,0.0008,0.493,0.568
0.2902,0.5538,0.3591,0.3138,0.5073,0.3049,0.4531,57.0,0.8875,0.7357,0.0064,0.5373,0.5469
0.2239,0.4611,0.2884,0.3614,0.5101,0.2363,0.4777,49.55,0.7399,0.6877,0.0169,0.5271,0.5223
0.2163,0.5084,0.2584,0.2961,0.1986,0.2414,0.51,51.68,0.7407,0.6846,0.0004,0.249,0.49
0.2381,0.5532,0.3048,0.367,0.4631,0.2745,0.4563,51.38,0.8563,0.718,0.0288,0.4891,0.5437
0.1014,0.4026,0.1569,0.2468,0.4259,0.1333,0.49,53.81,0.7505,0.6848,0.0006,0.6378,0.51
0.2134,0.4322,0.2175,0.2882,0.3673,0.2391,0.4796,61.36,0.4864,0.5465,0.0004,0.5,0.5204
0.382,0.5935,0.418,0.4228,0.5357,0.3978,0.4557,60.65,0.8573,0.4877,0.0121,0.3023,0.5443
0.1724,0.485,0.2229,0.2754,0.2369,0.1998,0.5375,51.68,0.5918,0.6516,0.0004,0.2451,0.4625
0.1903,0.4577,0.2461,0.3197,0.4783,0.2065,0.4959,58.32,0.6135,0.6849,0.0035,0.5726,0.5041
0.1832,0.4724,0.2593,0.3313,0.2261,0.1998,0.502,61.67,0.7285,0.7097,0.002,0.2846,0.498
0.3626,0.6068,0.4049,0.4029,0.5718,0.3816,0.3969,57.4,0.8716,0.7534,0.0006,0.4452,0.6031
0.2206,0.4923,0.3023,0.3308,0.2458,0.232,0.5438,59.13,0.6771,0.6652,0.0204,0.212,0.4562
0.3039,0.5873,0.3564,0.418,0.5156,0.3249,0.448,57.91,0.8703,0.7467,0.003,0.4855,0.552
0.2007,0.5348,0.2258,0.3422,0.4541,0.2394,0.476,49.55,0.866,0.7128,0.0005,0.5344,0.524
0.1899,0.5015,0.2405,0.2566,0.4041,0.2174,0.4661,64.61,0.5925,0.6921,0.0046,0.5522,0.5339
0.2712,0.5541,0.2865,0.3483,0.4564,0.2996,0.4382,49.96,0.7265,0.7092,0.0014,0.5106,0.5618
0.1586,0.4581,0.2208,0.3161,0.2461,0.1798,0.5124,33.65,0.7274,0.6626,0.0047,0.2686,0.4876
0.2269,0.5294,0.2634,0.3529,0.458,0.2545,0.4418,52.09,0.8776,0.7099,0.002,0.5324,0.5582
0.2162,0.4843,0.2865,0.3419,0.2224,0.2396,0.5336,57.5,0.8026,0.7184,0.0019,0.2174,0.4664
0.2885,0.5983,0.3381,0.3989,0.5542,0.3191,0.434,57.4,0.8242,0.7526,0.0074,0.4962,0.566
0.2959,0.5882,0.3437,0.3697,0.5385,0.3186,0.4542,51.78,0.8732,0.7554,0.003,0.4818,0.5458
0.4347,0.6761,0.4198,0.4977,0.5584,0.4499,0.49,57.71,0.8751,0.7364,0.0104,0.3047,0.51
0.1513,0.4095,0.1342,0.2003,0.3089,0.1956,0.4741,58.32,0.5487,0.597,0.0007,0.5682,0.5259
0.2822,0.5829,0.3563,0.4457,0.4995,0.296,0.4337,58.32,0.8444,0.7538,0.0012,0.5532,0.5663
0.2786,0.578,0.3663,0.3237,0.2778,0.2949,0.5176,49.25,0.6973,0.6935,0.0006,0.2275,0.4824
0.1868,0.5584,0.2347,0.2944,0.4283,0.2325,0.494,58.01,0.6886,0.6941,0.0042,0.4803,0.506
0.3311,0.6716,0.37,0.3731,0.5308,0.3612,0.496,59.64,0.887,0.747,0.0018,0.3492,0.504
0.2934,0.5971,0.379,0.4232,0.4807,0.3129,0.4837,55.68,0.8742,0.7419,0.0019,0.4567,0.5163
0.2096,0.521,0.241,0.2934,0.4972,0.2364,0.4859,62.17,0.7177,0.7169,0.0021,0.5469,0.5141
0.3233,0.615,0.3504,0.3777,0.4686,0.3489,0.4718,58.82,0.7955,0.7246,0.0013,0.4504,0.5282
0.2246,0.5115,0.2659,0.2989,0.2038,0.2436,0.5725,60.45,0.807,0.6034,0.0006,0.2,0.4275
0.0642,0.413,0.0831,0.2006,0.3576,0.1183,0.4466,51.48,0.7483,0.6644,0.0025,0.6357,0.5534
0.2537,0.5935,0.3343,0.3917,0.5316,0.2872,0.45,52.7,0.8568,0.7252,0.0072,0.4924,0.55
0.0833,0.4327,0.1167,0.2322,0.1347,0.1447,0.5714,53.61,0.5242,0.5894,0.0009,0.2341,0.4286
0.3032,0.6217,0.317,0.397,0.501,0.34,0.3841,42.72,0.8956,0.5763,0.0062,0.4356,0.6159
0.0981,0.4267,0.1611,0.2467,0.4837,0.1408,0.496,62.58,0.6835,0.6608,0.0055,0.5873,0.504
0.2905,0.6267,0.3452,0.3869,0.4888,0.3224,0.4538,58.92,0.8216,0.6996,0.0179,0.4615,0.5462
0.2359,0.5301,0.3022,0.2678,0.5292,0.2606,0.484,48.84,0.8076,0.7053,0.0008,0.5194,0.516
0.2515,0.618,0.313,0.326,0.212,0.2966,0.5458,59.74,0.9287,0.7004,0.0074,0.1673,0.4542
0.2429,0.5565,0.2881,0.3361,0.2249,0.2738,0.504,43.22,0.6986,0.7128,0.0297,0.2581,0.496
0.2003,0.5217,0.292,0.2826,0.224,0.2204,0.5467,67.08,0.908,0.6805,0.0004,0.2089,0.4533
0.2818,0.5895,0.3102,0.3691,0.4963,0.3073,0.4435,56.29,0.8435,0.7317,0.0077,0.4928,0.5565
0.1018,0.392,0.1739,0.206,0.4275,0.1277,0.4331,60.55,0.6594,0.6713,0.0122,0.6736,0.5669
0.1557,0.5101,0.2099,0.2725,0.1994,0.1874,0.5418,55.78,0.7163,0.6252,0.0009,0.239,0.4582
0.1968,0.4843,0.2532,0.3648,0.2639,0.2172,0.5221,61.67,0.6778,0.6758,0.0005,0.241,0.4779
0.3357,0.6471,0.4211,0.4118,0.5356,0.3499,0.4679,62.58,0.8061,0.6565,0.0005,0.4741,0.5321
0.2687,0.5746,0.3333,0.3315,0.2408,0.2886,0.5259,51.18,0.6248,0.6888,0.0021,0.2072,0.4741
0.2306,0.485,0.2771,0.2934,0.5877,0.2465,0.437,65.96,0.7093,0.7267,0.0018,0.5734,0.563
0.1826,0.4653,0.2553,0.2659,0.2234,0.2082,0.552,59.84,0.4986,0.6771,0.0006,0.208,0.448
0.3571,0.648,0.4551,0.4581,0.2637,0.3717,0.5538,47.32,0.9103,0.7016,0.0007,0.1394,0.4462
0.1571,0.4038,0.1968,0.2776,0.1956,0.174,0.5217,61.77,0.729,0.6646,0.0023,0.2885,0.4783
0.42,0.6834,0.4747,0.4523,0.5459,0.4371,0.4722,57.81,0.9345,0.7972,0.0018,0.391,0.5278
0.3826,0.631,0.4703,0.4901,0.6106,0.3932,0.4683,60.55,0.8307,0.7688,0.003,0.3582,0.5317
0.0369,0.3729,0.1024,0.1763,0.4147,0.0926,0.468,49.86,0.6888,0.6273,0.0004,0.6692,0.532
0.0314,0.2245,0.0753,0.1429,0.2713,0.0584,0.4409,57.0,0.6745,0.6124,0.0051,0.8099,0.5591
0.2058,0.4774,0.2662,0.3677,0.2565,0.2176,0.5198,53.51,0.77,0.7199,0.0005,0.2698,0.4802
0.3195,0.5931,0.3596,0.4265,0.5185,0.3479,0.4466,55.37,0.8081,0.7591,0.0351,0.4286,0.5534
0.2761,0.6123,0.3176,0.3506,0.4827,0.3141,0.4308,59.53,0.839,0.7459,0.004,0.4722,0.5692
0.3348,0.6181,0.3535,0.4523,0.489,0.3594,0.4252,60.35,0.9136,0.7651,0.037,0.4178,0.5748
0.0377,0.2708,0.0559,0.1458,0.3139,0.0677,0.4578,58.21,0.6452,0.6499,0.0012,0.7926,0.5422
0.2015,0.5347,0.2532,0.2622,0.438,0.2395,0.4661,57.2,0.8058,0.6539,0.001,0.5522,0.5339
0.3612,0.6045,0.3848,0.3476,0.4862,0.3768,0.4413,62.17,0.8124,0.7439,0.0021,0.4203,0.5587
0.1639,0.5495,0.1878,0.2747,0.4482,0.2081,0.4578,60.14,0.8069,0.6905,0.0018,0.6,0.5422
0.2248,0.5521,0.3086,0.3436,0.2401,0.2516,0.5085,59.64,0.8195,0.6782,0.0013,0.2331,0.4915
0.1991,0.5152,0.2563,0.2992,0.4517,0.2265,0.4524,57.61,0.7886,0.7242,0.002,0.5725,0.5476
0.2334,0.5714,0.2656,0.3073,0.4694,0.2726,0.488,50.26,0.8767,0.6955,0.0019,0.4531,0.512
0.2271,0.544,0.2604,0.3575,0.4506,0.2675,0.494,57.71,0.7315,0.6985,0.001,0.4724,0.506
0.2063,0.5546,0.2552,0.2891,0.2248,0.2361,0.5205,52.29,0.8695,0.6766,0.4419,0.2418,0.4795
0.1325,0.5122,0.2147,0.3293,0.4809,0.171,0.4822,70.23,0.7826,0.7187,0.0005,0.5496,0.5178
0.2426,0.53,0.2764,0.275,0.4257,0.2732,0.4784,49.04,0.6406,0.6923,0.0004,0.5338,0.5216
0.2931,0.615,0.3733,0.3657,0.5619,0.3186,0.4502,51.78,0.7008,0.7305,0.0013,0.4783,0.5498
0.0824,0.351,0.1467,0.2119,0.4705,0.1143,0.4704,57.2,0.6095,0.6322,0.0004,0.6642,0.5296
0.0805,0.3631,0.1176,0.2338,0.3365,0.1128,0.4365,66.37,0.7435,0.6518,0.0055,0.7042,0.5635
0.2094,0.5684,0.2642,0.2574,0.4742,0.2515,0.4921,60.14,0.6584,0.7031,0.0919,0.4961,0.5079
0.1944,0.5529,0.2959,0.3353,0.5313,0.224,0.4291,50.36,0.6999,0.7294,0.0046,0.5461,0.5709
0.2439,0.6691,0.3852,0.4485,0.2492,0.2657,0.5663,29.9589,0.7754,0.6332,0.0022,0.1606,0.4337
0.1585,0.4788,0.1829,0.2485,0.2243,0.1824,0.5137,62.07,0.7292,0.68,0.0006,0.2863,0.4863
0.2878,0.5356,0.2864,0.3292,0.459,0.3101,0.4585,49.75,0.7901,0.6762,0.0034,0.4453,0.5415
0.0264,0.3731,0.0677,0.1896,0.3351,0.0772,0.4861,49.45,0.6827,0.6384,0.0004,0.7054,0.5139
0.1915,0.4985,0.2417,0.2883,0.2463,0.2166,0.5119,62.27,0.571,0.6764,0.0004,0.25,0.4881
0.2549,0.5322,0.3,0.3041,0.212,0.2726,0.568,60.14,0.828,0.6686,0.0013,0.192,0.432
0.1613,0.5333,0.2145,0.2987,0.4178,0.2179,0.4589,52.83,0.682,0.6957,0.0054,0.528,0.5411
0.2724,0.5889,0.3695,0.3965,0.5435,0.2933,0.4534,60.65,0.7103,0.7176,0.001,0.4741,0.5466
0.2394,0.5366,0.3067,0.25,0.5544,0.2636,0.472,52.29,0.7827,0.7109,0.0006,0.5303,0.528
0.332,0.5934,0.3393,0.3939,0.5076,0.3525,0.4567,64.04,0.7238,0.7375,0.016,0.4783,0.5433
0.2016,0.5015,0.2342,0.3104,0.4804,0.2255,0.4661,53.51,0.5445,0.7128,0.0004,0.597,0.5339
0.2633,0.5699,0.3183,0.3325,0.5255,0.2938,0.46,47.22,0.9033,0.7229,0.0055,0.4296,0.54
0.1926,0.513,0.2493,0.2997,0.2381,0.2203,0.544,62.98,0.8715,0.6647,0.0006,0.196,0.456
0.2594,0.5251,0.3383,0.3717,0.5485,0.2715,0.4781,53.41,0.7525,0.7253,0.0018,0.5038,0.5219
0.191,0.5449,0.2429,0.2584,0.2115,0.2365,0.5339,45.96,0.8806,0.7213,0.0105,0.2072,0.4661
0.1893,0.5,0.2628,0.3478,0.2404,0.2133,0.5291,66.27,0.641,0.6986,0.0004,0.2242,0.4709
0.02,0.1395,0.0234,0.1163,0.1836,0.0303,0.498,53.92,0.4357,0.5126,0.0019,0.88,0.502
0.2374,0.461,0.3137,0.3442,0.5734,0.2465,0.4859,53.41,0.7497,0.6882,0.0008,0.5391,0.5141
0.26,0.5435,0.2918,0.3272,0.213,0.2847,0.58,30.8631,0.657,0.6501,0.0006,0.188,0.42
0.2102,0.5241,0.2303,0.3313,0.5121,0.2358,0.45,53.0,0.6312,0.6733,0.0024,0.5455,0.55
0.3682,0.6413,0.4372,0.5,0.5832,0.3828,0.4502,54.86,0.8567,0.7929,0.0124,0.4275,0.5498
0.2687,0.526,0.3488,0.4335,0.5049,0.2873,0.4545,57.61,0.8081,0.7307,0.0008,0.4928,0.5455
0.1023,0.4444,0.1168,0.1919,0.3353,0.1707,0.4498,66.47,0.7548,0.656,0.0029,0.6277,0.5502
