BLEU,ROUGE1,ROUGE2,ROUGEL,METEOR,GLEU,Repetition Rate,Flesch Reading Ease,CoSIM,BERT Score,Toxicity,Novelty,Diversity
0.369,0.6612,0.4231,0.4372,0.6274,0.3896,0.4593,50.46,0.9046,0.7906,0.0709,0.3609,0.5407
0.3115,0.6211,0.381,0.4105,0.5825,0.3343,0.4863,68.5,0.836,0.7722,0.0024,0.4275,0.5137
0.1817,0.4403,0.2278,0.2956,0.5407,0.2035,0.4593,59.74,0.6543,0.7023,0.0049,0.5789,0.5407
0.0297,0.2857,0.059,0.1612,0.334,0.0717,0.4498,52.19,0.5301,0.6355,0.0047,0.7372,0.5502
0.1302,0.5494,0.2112,0.2531,0.5277,0.1752,0.4818,62.38,0.6225,0.7073,0.0048,0.5391,0.5182
0.2151,0.5646,0.2706,0.3588,0.4963,0.2485,0.4567,53.1,0.6723,0.7384,0.0096,0.529,0.5433
0.2871,0.56,0.3793,0.4457,0.5084,0.3059,0.4724,63.83,0.8099,0.7488,0.0013,0.4851,0.5276
0.0393,0.2828,0.0814,0.1751,0.3411,0.0762,0.4606,60.04,0.5954,0.6436,0.0029,0.7591,0.5394
0.1587,0.4615,0.1858,0.2769,0.2155,0.1897,0.5403,56.76,0.8606,0.6214,0.009,0.254,0.4597
0.3198,0.5805,0.366,0.4116,0.5183,0.3386,0.4409,49.25,0.8427,0.7575,0.0104,0.4366,0.5591
0.2152,0.5526,0.3384,0.3003,0.2805,0.2485,0.5357,58.32,0.6251,0.7245,0.0061,0.2222,0.4643
0.2133,0.5326,0.2514,0.2717,0.4243,0.2475,0.4597,49.86,0.6164,0.7019,0.0448,0.5597,0.5403
0.2124,0.5449,0.2952,0.3293,0.5592,0.2375,0.4921,68.5,0.8079,0.7238,0.0522,0.4844,0.5079
0.3216,0.533,0.3757,0.4615,0.4741,0.336,0.498,55.98,0.9087,0.7532,0.0046,0.4331,0.502
0.3456,0.624,0.401,0.491,0.5533,0.3662,0.472,60.89,0.8365,0.7702,0.0074,0.3939,0.528
0.2355,0.531,0.2394,0.3424,0.4038,0.2727,0.4458,62.27,0.8271,0.689,0.0192,0.5,0.5542
0.3557,0.6463,0.4092,0.4071,0.5325,0.3802,0.4643,58.11,0.8767,0.7578,0.0011,0.4148,0.5357
0.0672,0.3667,0.1074,0.2133,0.2015,0.1151,0.502,60.75,0.7291,0.6585,0.0011,0.3239,0.498
0.2722,0.5821,0.3985,0.4627,0.2928,0.2838,0.533,70.84,0.7846,0.7219,0.0005,0.1718,0.467
0.326,0.6286,0.3708,0.3273,0.498,0.3446,0.4291,66.57,0.9064,0.7489,0.0009,0.4828,0.5709
0.4058,0.6893,0.4829,0.564,0.6418,0.4225,0.4704,57.71,0.8975,0.8195,0.0099,0.3433,0.5296
0.3115,0.5791,0.3666,0.3432,0.4565,0.3303,0.4297,50.36,0.8091,0.7507,0.0016,0.4789,0.5703
0.1307,0.449,0.1811,0.2612,0.3681,0.1586,0.4327,61.97,0.7389,0.5646,0.0006,0.6864,0.5673
0.2115,0.4968,0.25,0.3185,0.5151,0.2301,0.4837,62.07,0.7824,0.6866,0.0066,0.5433,0.5163
0.2756,0.584,0.3273,0.3876,0.4987,0.3079,0.4685,59.74,0.8847,0.7314,0.0104,0.4444,0.5315
0.0679,0.3697,0.0563,0.1737,0.2965,0.1162,0.4739,45.35,0.7933,0.5985,0.0019,0.7328,0.5261
0.1973,0.4164,0.2603,0.2776,0.5149,0.2079,0.4435,68.6,0.6909,0.6861,0.0158,0.6304,0.5565
0.2368,0.5559,0.3023,0.3898,0.2172,0.2674,0.5446,66.57,0.8649,0.7174,0.0049,0.1964,0.4554
0.1878,0.4464,0.2216,0.3188,0.4384,0.2081,0.4378,57.1,0.7572,0.6739,0.0067,0.6071,0.5622
0.3574,0.6141,0.4153,0.4783,0.5127,0.3717,0.4582,49.86,0.8949,0.7862,0.185,0.4559,0.5418
0.1628,0.4982,0.2544,0.3158,0.2154,0.1964,0.5247,58.01,0.6483,0.6965,0.0004,0.2332,0.4753
0.2361,0.5341,0.2685,0.3488,0.5025,0.2657,0.4597,58.01,0.7543,0.7186,0.0017,0.5299,0.5403
0.1703,0.4691,0.236,0.3086,0.2206,0.2012,0.552,52.19,0.737,0.6666,0.0069,0.24,0.448
0.267,0.6267,0.4186,0.5253,0.5365,0.2817,0.4103,70.02,0.6705,0.607,0.0029,0.5304,0.5897
0.3187,0.6188,0.4056,0.3812,0.3143,0.3354,0.5141,49.35,0.8411,0.7179,0.0011,0.1888,0.4859
0.1272,0.4145,0.2053,0.2566,0.237,0.1613,0.5378,60.14,0.7308,0.6448,0.0004,0.2669,0.4622
0.1393,0.4681,0.159,0.2796,0.4242,0.1752,0.4534,51.99,0.5213,0.6715,0.0139,0.637,0.5466
0.1969,0.5446,0.2131,0.2651,0.4177,0.2515,0.428,58.21,0.6013,0.6961,0.0007,0.5035,0.572
0.1698,0.3797,0.273,0.2847,0.5483,0.1791,0.4444,47.83,0.6925,0.6674,0.0059,0.6296,0.5556
0.2892,0.6293,0.3753,0.3467,0.5405,0.3215,0.4355,58.32,0.8558,0.7533,0.0182,0.4714,0.5645
0.2072,0.5046,0.2539,0.3508,0.2616,0.2262,0.5242,53.41,0.6874,0.6902,0.0047,0.2621,0.4758
0.2788,0.5581,0.3216,0.407,0.5187,0.2951,0.4234,55.88,0.791,0.7383,0.0138,0.5105,0.5766
0.2339,0.497,0.3036,0.3728,0.2557,0.2495,0.5278,51.68,0.5956,0.6773,0.0005,0.2381,0.4722
0.4716,0.7233,0.5024,0.4903,0.6351,0.4872,0.4648,57.71,0.914,0.7947,0.0018,0.3066,0.5352
0.2587,0.5461,0.3245,0.4145,0.231,0.2808,0.56,49.55,0.7508,0.7074,0.0006,0.1956,0.44
0.2853,0.5622,0.305,0.3483,0.4728,0.3124,0.4444,58.21,0.7449,0.6914,0.0008,0.5,0.5556
0.2325,0.4437,0.2955,0.3481,0.2243,0.24,0.542,53.0,0.7455,0.6677,0.0068,0.2353,0.458
0.2531,0.5552,0.3305,0.3626,0.2295,0.2716,0.564,55.98,0.8354,0.668,0.0009,0.184,0.436
0.3272,0.6099,0.4199,0.456,0.6149,0.3443,0.4603,51.89,0.849,0.7367,0.0025,0.4485,0.5397
0.1782,0.5254,0.2402,0.3104,0.4928,0.2121,0.4378,53.92,0.8166,0.7216,0.02,0.5571,0.5622
0.1465,0.5013,0.1823,0.272,0.3925,0.1994,0.4781,53.92,0.7962,0.6542,0.0005,0.5344,0.5219
0.2148,0.5141,0.2965,0.2947,0.5612,0.231,0.4163,43.22,0.6007,0.7186,0.0058,0.5804,0.5837
0.2593,0.5906,0.3353,0.3158,0.5206,0.2819,0.4435,50.06,0.7546,0.745,0.0008,0.4928,0.5565
0.3128,0.5962,0.3237,0.3558,0.4684,0.3463,0.4841,63.39,0.8343,0.7166,0.0009,0.3846,0.5159
0.2771,0.5882,0.2906,0.2941,0.4811,0.3154,0.4879,55.78,0.7632,0.6788,0.006,0.4803,0.5121
0.1328,0.4687,0.1728,0.2552,0.3425,0.1744,0.4395,46.91,0.3454,0.637,0.0043,0.6187,0.5605
0.1234,0.4317,0.1522,0.2302,0.4446,0.1615,0.3774,59.53,0.5758,0.6238,0.0016,0.6364,0.6226
0.3072,0.64,0.3646,0.448,0.6016,0.3317,0.4821,60.04,0.8875,0.7497,0.0063,0.4,0.5179
0.0797,0.3731,0.1571,0.2694,0.1953,0.1074,0.5158,60.24,0.5713,0.6075,0.0005,0.3,0.4842
0.1858,0.5068,0.2301,0.2888,0.4417,0.2272,0.4476,62.27,0.5395,0.6967,0.0078,0.5766,0.5524
0.2821,0.6466,0.3627,0.4261,0.2415,0.3234,0.5278,49.15,0.8535,0.6853,0.0051,0.1627,0.4722
0.1467,0.4495,0.1421,0.2626,0.3644,0.1891,0.488,63.29,0.6658,0.6472,0.0039,0.5859,0.512
0.1835,0.4706,0.2237,0.3072,0.452,0.2221,0.4897,58.66,0.5902,0.6704,0.0006,0.4747,0.5103
0.2852,0.585,0.3361,0.429,0.5574,0.3046,0.4781,57.71,0.8714,0.7491,0.0069,0.4656,0.5219
0.2624,0.563,0.2779,0.3457,0.4639,0.2966,0.4462,59.94,0.9094,0.6945,0.0074,0.5108,0.5538
0.2914,0.6118,0.3557,0.3843,0.5746,0.3192,0.3988,54.36,0.6767,0.7325,0.015,0.4231,0.6012
0.2276,0.4847,0.2901,0.3926,0.2512,0.2405,0.5219,49.55,0.7754,0.6918,0.0005,0.255,0.4781
0.2107,0.5573,0.2461,0.3073,0.4577,0.2505,0.4737,57.91,0.6353,0.7033,0.0004,0.5077,0.5263
0.294,0.5594,0.2918,0.3641,0.4872,0.3187,0.4534,58.42,0.834,0.7479,0.0045,0.5407,0.5466
0.2639,0.5778,0.3017,0.3444,0.5474,0.2907,0.48,49.86,0.8229,0.7187,0.0073,0.4846,0.52
0.3703,0.6234,0.401,0.3691,0.5396,0.3911,0.4803,60.04,0.8729,0.7457,0.0006,0.3636,0.5197
0.2533,0.5882,0.3172,0.2995,0.4886,0.2798,0.4659,57.61,0.8244,0.7137,0.001,0.4887,0.5341
0.144,0.472,0.2196,0.2655,0.1996,0.1819,0.5415,61.67,0.388,0.6501,0.0049,0.2451,0.4585
0.1368,0.4948,0.2035,0.2857,0.4005,0.1772,0.4815,58.66,0.7233,0.6731,0.0059,0.5089,0.5185
0.2805,0.5817,0.3454,0.3657,0.5376,0.3016,0.4661,61.46,0.7899,0.7434,0.0006,0.4776,0.5339
0.1362,0.4323,0.1414,0.2344,0.3555,0.1779,0.4878,54.22,0.3714,0.6453,0.0039,0.6349,0.5122
0.1954,0.4969,0.2938,0.3478,0.2422,0.2176,0.5119,61.56,0.6748,0.7187,0.0005,0.2619,0.4881
0.194,0.4939,0.2209,0.311,0.2372,0.2196,0.5287,47.83,0.7827,0.6587,0.006,0.2582,0.4713
0.1317,0.4679,0.1447,0.2416,0.1616,0.1781,0.552,53.51,0.8188,0.6349,0.0004,0.256,0.448
0.2011,0.5042,0.2085,0.2857,0.4718,0.2274,0.472,61.09,0.7753,0.7036,0.0042,0.5379,0.528
0.1929,0.5108,0.2703,0.328,0.4485,0.2315,0.4405,57.2,0.8488,0.7385,0.0142,0.5532,0.5595
0.2545,0.5091,0.3232,0.3697,0.5567,0.2654,0.4941,61.67,0.7922,0.7103,0.0006,0.5234,0.5059
0.1556,0.4726,0.1971,0.2824,0.2087,0.1944,0.506,59.84,0.5579,0.6631,0.0004,0.251,0.494
0.191,0.5185,0.2407,0.3248,0.4564,0.2241,0.4637,70.33,0.8,0.7413,0.0037,0.5338,0.5363
0.3196,0.5899,0.3229,0.3204,0.5138,0.3605,0.3793,58.92,0.7458,0.5132,0.031,0.3889,0.6207
0.0513,0.2697,0.0728,0.1776,0.3716,0.101,0.4297,55.27,0.5534,0.6074,0.0451,0.7606,0.5703
0.0587,0.3606,0.0963,0.2028,0.3095,0.1088,0.4365,57.71,0.6178,0.6149,0.0091,0.7324,0.5635
0.643,0.7951,0.7047,0.6272,0.7069,0.6455,0.4567,63.43,0.9466,0.878,0.0028,0.2681,0.5433
0.1393,0.4599,0.1351,0.2429,0.3657,0.1824,0.4462,61.87,0.5727,0.649,0.0045,0.6115,0.5538
0.2232,0.5443,0.2831,0.2875,0.2608,0.2515,0.5263,54.22,0.8492,0.7193,0.0006,0.2105,0.4737
0.2238,0.522,0.3068,0.3284,0.2343,0.2435,0.556,61.46,0.7333,0.7085,0.0004,0.192,0.444
0.1918,0.4942,0.2222,0.3198,0.491,0.2196,0.4549,47.42,0.6173,0.6996,0.0006,0.5865,0.5451
0.2821,0.5187,0.3711,0.4312,0.6029,0.2901,0.5,47.32,0.7218,0.6996,0.0007,0.4839,0.5
0.1559,0.4531,0.2047,0.2891,0.2155,0.1824,0.5229,67.49,0.6469,0.6832,0.0006,0.2798,0.4771
0.2995,0.6021,0.3632,0.3613,0.5481,0.325,0.4466,57.71,0.787,0.7379,0.0167,0.4643,0.5534
0.1629,0.5028,0.1989,0.2542,0.4476,0.2046,0.4921,49.65,0.7428,0.6572,0.0004,0.5547,0.5079
0.1859,0.4838,0.2255,0.3127,0.2206,0.2078,0.5296,51.52,0.6487,0.6693,0.006,0.2411,0.4704
0.1901,0.5287,0.2543,0.2701,0.4634,0.2263,0.4739,59.94,0.6756,0.7,0.0061,0.5191,0.5261
0.1837,0.5,0.2543,0.3161,0.1881,0.2181,0.5565,50.36,0.4788,0.6668,0.0068,0.246,0.4435
0.2472,0.5424,0.3125,0.339,0.4879,0.2735,0.49,60.14,0.7279,0.7211,0.001,0.4844,0.51
0.3691,0.6765,0.4089,0.4118,0.6129,0.3976,0.4664,49.75,0.9313,0.7902,0.0194,0.3481,0.5336
0.2452,0.521,0.3012,0.3413,0.5004,0.2633,0.481,59.74,0.7733,0.7181,0.0062,0.5447,0.519
0.2675,0.6069,0.2823,0.3034,0.4816,0.3177,0.3448,58.82,0.7557,0.5247,0.0384,0.4105,0.6552
0.2192,0.5,0.2632,0.3314,0.524,0.2385,0.494,55.47,0.8099,0.665,0.0013,0.4961,0.506
0.1624,0.5321,0.2194,0.3013,0.3831,0.2047,0.4907,57.5,0.8237,0.6786,0.0004,0.5138,0.5093
0.0758,0.453,0.0833,0.1878,0.3437,0.1334,0.4413,49.96,0.6757,0.6149,0.0016,0.6522,0.5587
0.06,0.4457,0.1034,0.1943,0.3169,0.1262,0.4506,61.87,0.7295,0.6309,0.0017,0.6691,0.5494
0.1948,0.6,0.3566,0.4,0.2039,0.2157,0.5854,27.796,0.6658,0.5878,0.0087,0.187,0.4146
0.1861,0.5104,0.2687,0.3501,0.5633,0.2163,0.488,61.97,0.7655,0.7398,0.0076,0.5078,0.512
0.2738,0.6036,0.329,0.266,0.4889,0.3014,0.4484,57.4,0.8462,0.715,0.0013,0.4676,0.5516
0.2412,0.5706,0.284,0.3588,0.23,0.2667,0.5403,62.17,0.814,0.6912,0.0092,0.2177,0.4597
0.1898,0.5172,0.2599,0.285,0.4457,0.2256,0.4625,55.17,0.8125,0.6927,0.0022,0.5368,0.5375
0.1776,0.4899,0.2667,0.3343,0.2046,0.2046,0.5476,70.33,0.6868,0.661,0.0007,0.2302,0.4524
0.2954,0.5812,0.3668,0.3875,0.5745,0.3139,0.492,53.21,0.8416,0.7282,0.006,0.4803,0.508
0.1326,0.489,0.2145,0.2571,0.4592,0.1785,0.4758,58.01,0.5532,0.6832,0.0006,0.5692,0.5242
0.209,0.4601,0.2958,0.3259,0.2482,0.2253,0.5582,53.92,0.4598,0.6427,0.0005,0.2209,0.4418
0.1745,0.4554,0.2043,0.2708,0.417,0.2185,0.2892,66.47,0.7621,0.6535,0.0016,0.6207,0.7108
0.1903,0.4896,0.2703,0.3761,0.2206,0.2107,0.5929,23.9615,0.8052,0.6333,0.0005,0.1937,0.4071
0.2454,0.5995,0.32,0.3448,0.5049,0.28,0.4575,51.99,0.7084,0.7162,0.0025,0.4851,0.5425
0.1907,0.4669,0.2667,0.3533,0.2504,0.2082,0.516,60.14,0.75,0.7033,0.0005,0.252,0.484
0.2104,0.5506,0.2486,0.3315,0.514,0.2455,0.4291,60.14,0.7036,0.7238,0.008,0.5448,0.5709
0.1571,0.5326,0.21,0.2559,0.407,0.211,0.4597,58.52,0.9258,0.6973,0.0008,0.5448,0.5403
0.1178,0.4424,0.1341,0.2242,0.2124,0.1521,0.5613,59.53,0.7398,0.6504,0.001,0.253,0.4387
0.1476,0.4203,0.1911,0.2712,0.187,0.1761,0.5112,64.51,0.761,0.6497,0.0053,0.2915,0.4888
0.3252,0.5731,0.3156,0.2972,0.4499,0.3555,0.4367,47.42,0.8075,0.6664,0.0195,0.3913,0.5633
0.2376,0.5106,0.318,0.3647,0.2626,0.2505,0.5261,51.68,0.7273,0.7018,0.0035,0.245,0.4739
0.3299,0.6349,0.3723,0.3757,0.5875,0.3536,0.4883,61.56,0.8436,0.775,0.0007,0.4504,0.5117
0.2977,0.5865,0.3224,0.3759,0.4597,0.3286,0.4879,56.39,0.7744,0.7101,0.0018,0.4567,0.5121
0.3156,0.5938,0.4282,0.4146,0.272,0.3333,0.5198,65.96,0.7762,0.7431,0.0008,0.1786,0.4802
0.2134,0.5882,0.2688,0.3102,0.5135,0.2565,0.456,51.58,0.8165,0.7121,0.0188,0.5147,0.544
0.146,0.4726,0.2087,0.2767,0.204,0.1924,0.5498,60.24,0.7588,0.6641,0.0059,0.2311,0.4502
0.1236,0.343,0.1433,0.2201,0.1709,0.1444,0.5462,57.71,0.61,0.6466,0.0006,0.2851,0.4538
0.1743,0.4958,0.2129,0.3175,0.4206,0.2094,0.4741,59.74,0.7595,0.6988,0.0016,0.5833,0.5259
0.1606,0.565,0.206,0.255,0.4145,0.2285,0.4661,50.06,0.9002,0.7108,0.0085,0.5149,0.5339
0.1356,0.4534,0.2188,0.2919,0.1954,0.1677,0.5635,58.42,0.6914,0.6631,0.0004,0.2421,0.4365
0.4403,0.6885,0.489,0.5628,0.6944,0.4513,0.4073,50.67,0.8583,0.8042,0.1267,0.415,0.5927
0.1851,0.5662,0.2507,0.3221,0.4394,0.2452,0.4449,48.13,0.7163,0.7038,0.0084,0.5191,0.5551
0.2036,0.5666,0.2792,0.3456,0.5269,0.2372,0.4512,55.58,0.8385,0.7307,0.0061,0.5407,0.5488
0.2334,0.5348,0.2633,0.3231,0.4623,0.2594,0.4941,69.31,0.8625,0.6984,0.0013,0.5234,0.5059
0.2123,0.494,0.2072,0.2446,0.3691,0.2505,0.4706,53.41,0.7461,0.6678,0.0066,0.5407,0.5294
0.1514,0.4894,0.2249,0.29,0.4804,0.1825,0.4672,47.52,0.5753,0.6904,0.0158,0.5846,0.5328
0.321,0.5876,0.3886,0.4278,0.4951,0.3437,0.494,58.32,0.6897,0.7376,0.0012,0.4173,0.506
0.2342,0.459,0.3102,0.2885,0.2297,0.2405,0.5278,62.48,0.7409,0.7041,0.0005,0.2738,0.4722
0.4123,0.5613,0.3889,0.4701,0.5126,0.4319,0.38,50.36,0.8629,0.5116,0.0099,0.3011,0.62
0.3324,0.5971,0.3512,0.4272,0.4905,0.3577,0.494,57.71,0.8072,0.6953,0.0012,0.3622,0.506
0.2185,0.4771,0.2769,0.3425,0.4849,0.2325,0.4762,54.83,0.553,0.7079,0.0004,0.5606,0.5238
0.2029,0.5238,0.2455,0.3452,0.2115,0.2313,0.5582,45.76,0.8577,0.6828,0.0008,0.1928,0.4418
0.2215,0.5248,0.2639,0.3673,0.5105,0.2424,0.4113,51.68,0.7288,0.7362,0.0052,0.5548,0.5887
0.2103,0.4948,0.2565,0.2865,0.3918,0.2425,0.4821,68.4,0.7071,0.6624,0.0032,0.5769,0.5179
0.2582,0.5016,0.3091,0.3824,0.2741,0.2679,0.5366,52.19,0.8436,0.7081,0.001,0.2317,0.4634
0.1642,0.489,0.2271,0.2696,0.4473,0.1992,0.4816,53.81,0.667,0.6989,0.0012,0.5827,0.5184
0.1687,0.523,0.2254,0.2644,0.4835,0.2129,0.4724,58.52,0.8543,0.7012,0.0018,0.5448,0.5276
0.3702,0.6468,0.405,0.4378,0.5517,0.3889,0.494,57.81,0.8966,0.7427,0.0106,0.3968,0.506
0.1787,0.5015,0.2255,0.2537,0.2,0.204,0.5591,61.77,0.7383,0.6674,0.0007,0.2205,0.4409
0.1632,0.4896,0.1982,0.3104,0.1972,0.1904,0.5911,26.0039,0.6534,0.6032,0.0005,0.2105,0.4089
0.4679,0.6927,0.4951,0.439,0.5562,0.4809,0.432,60.14,0.8663,0.7887,0.003,0.4014,0.568
0.3077,0.5837,0.3317,0.378,0.4784,0.3453,0.4603,58.11,0.764,0.7194,0.0008,0.4485,0.5397
0.2301,0.5325,0.2857,0.2899,0.561,0.2505,0.4919,50.16,0.683,0.6981,0.0007,0.496,0.5081
0.1903,0.5141,0.2397,0.3135,0.5202,0.2183,0.48,60.95,0.6794,0.7091,0.0006,0.5385,0.52
0.2933,0.5833,0.3408,0.3944,0.2474,0.3104,0.5357,57.91,0.7876,0.6958,0.0055,0.1944,0.4643
0.2635,0.5993,0.3273,0.426,0.5036,0.2892,0.3265,60.95,0.7171,0.6236,0.0035,0.5455,0.6735
0.1765,0.4333,0.255,0.2867,0.2374,0.1909,0.5181,60.65,0.6683,0.6915,0.0024,0.2731,0.4819
0.3135,0.5926,0.3325,0.3901,0.4502,0.3417,0.4622,58.11,0.7703,0.7483,0.098,0.4444,0.5378
0.3049,0.5739,0.4057,0.4886,0.6027,0.3218,0.4291,55.37,0.6922,0.7616,0.0065,0.4894,0.5709
0.3051,0.5706,0.4011,0.4321,0.5465,0.3221,0.4783,52.02,0.8302,0.7812,0.007,0.4621,0.5217
0.1876,0.4364,0.293,0.2982,0.4821,0.1981,0.4792,57.3,0.7475,0.6415,0.006,0.624,0.5208
0.1835,0.4839,0.2597,0.329,0.5133,0.2046,0.4841,50.46,0.828,0.7165,0.0006,0.5308,0.5159
0.3272,0.6548,0.3673,0.4112,0.5154,0.3521,0.4902,58.32,0.8473,0.7478,0.0009,0.4231,0.5098
0.3621,0.601,0.3911,0.4631,0.5195,0.3792,0.5,59.87,0.9119,0.7665,0.001,0.378,0.5
0.2881,0.6126,0.3368,0.3822,0.5077,0.3215,0.4516,60.35,0.7965,0.7335,0.0086,0.4485,0.5484
0.247,0.483,0.2571,0.3068,0.2063,0.2625,0.5833,53.92,0.7831,0.6542,0.0005,0.1746,0.4167
0.1734,0.4936,0.2323,0.2692,0.4584,0.1986,0.4332,61.16,0.8039,0.7058,0.0006,0.6143,0.5668
0.2375,0.5584,0.3152,0.3419,0.2734,0.2636,0.512,60.65,0.8469,0.6909,0.0025,0.22,0.488
0.2584,0.5749,0.2667,0.3391,0.4309,0.2916,0.4701,53.51,0.8475,0.666,0.0057,0.4586,0.5299
0.1853,0.4406,0.2254,0.3147,0.4776,0.2068,0.2836,62.92,0.565,0.6789,0.254,0.6458,0.7164
0.237,0.5783,0.2663,0.3422,0.4378,0.2836,0.4024,51.99,0.8816,0.7204,0.0008,0.5,0.5976
0.2445,0.6781,0.3655,0.4795,0.2175,0.2687,0.5663,60.65,0.7228,0.6377,0.0112,0.1606,0.4337
0.1859,0.4954,0.2092,0.3058,0.4911,0.2099,0.4879,63.9,0.6097,0.695,0.0037,0.5118,0.5121
0.0308,0.2042,0.0496,0.1549,0.2795,0.0527,0.4704,59.74,0.5818,0.6191,0.0072,0.8433,0.5296
0.265,0.5879,0.3204,0.3297,0.5213,0.2911,0.4274,58.32,0.8319,0.7439,0.0024,0.5,0.5726
0.2245,0.4881,0.2874,0.3571,0.4341,0.2384,0.4498,66.67,0.6664,0.7191,0.0016,0.6204,0.5502
0.3096,0.591,0.3395,0.3588,0.5291,0.3307,0.4961,57.4,0.8919,0.7553,0.0016,0.4219,0.5039
0.2285,0.5152,0.2866,0.3152,0.2677,0.2475,0.5159,55.03,0.7916,0.7006,0.0004,0.246,0.4841
0.2327,0.5455,0.2914,0.3125,0.2211,0.2639,0.5246,58.72,0.621,0.6907,0.0028,0.2295,0.4754
0.2706,0.5227,0.32,0.3864,0.5094,0.2887,0.488,55.78,0.8382,0.7218,0.0092,0.5312,0.512
0.2598,0.5985,0.2983,0.3504,0.5226,0.2932,0.4466,57.5,0.7685,0.7251,0.0021,0.4714,0.5534
0.1837,0.5421,0.2434,0.3105,0.2085,0.2272,0.5161,59.64,0.7908,0.6715,0.0005,0.254,0.4839
0.18,0.4411,0.2492,0.3082,0.2018,0.1998,0.5363,55.68,0.6857,0.6671,0.0018,0.2661,0.4637
0.1711,0.4756,0.2086,0.3354,0.2089,0.196,0.5301,60.04,0.7554,0.6638,0.0007,0.241,0.4699
0.1293,0.4669,0.1855,0.2882,0.4277,0.1637,0.4365,61.87,0.8047,0.7047,0.0023,0.6338,0.5635
0.1132,0.4373,0.1609,0.2667,0.3597,0.169,0.4822,51.99,0.808,0.6639,0.0006,0.5725,0.5178
0.2295,0.5359,0.2778,0.2486,0.4498,0.2575,0.498,60.14,0.8777,0.7083,0.0004,0.5159,0.502
0.0854,0.3964,0.0785,0.2162,0.3941,0.1288,0.4476,66.37,0.7177,0.6367,0.0025,0.6642,0.5524
0.2674,0.5508,0.3387,0.2995,0.4701,0.2882,0.3887,49.15,0.8694,0.7273,0.0094,0.5364,0.6113
0.2197,0.5199,0.2293,0.3024,0.4432,0.2505,0.476,60.35,0.8233,0.7023,0.0013,0.5191,0.524
0.2929,0.5147,0.4197,0.4821,0.2901,0.2996,0.5081,62.48,0.7522,0.6983,0.0009,0.2195,0.4919
0.1328,0.4585,0.1729,0.2693,0.2026,0.169,0.52,60.45,0.6009,0.631,0.0102,0.288,0.48
0.0702,0.4024,0.1027,0.1922,0.1353,0.1146,0.5045,65.96,0.5869,0.6232,0.0052,0.308,0.4955
0.243,0.5507,0.3207,0.3014,0.5157,0.2655,0.4821,50.46,0.7353,0.6954,0.001,0.4615,0.5179
0.1445,0.4941,0.2189,0.2824,0.2068,0.1839,0.5415,51.28,0.5957,0.6552,0.0005,0.2372,0.4585
0.2831,0.5614,0.3412,0.386,0.2798,0.2972,0.5178,49.86,0.7755,0.7267,0.0049,0.2174,0.4822
0.1991,0.5379,0.2748,0.3106,0.2285,0.22,0.545,69.72,0.7465,0.6913,0.0005,0.2072,0.455
0.1585,0.4345,0.2036,0.2798,0.4613,0.1833,0.4737,44.75,0.7953,0.6582,0.0005,0.6077,0.5263
0.2355,0.5,0.2914,0.3693,0.2036,0.2545,0.5675,57.81,0.7719,0.6565,0.0011,0.2063,0.4325
0.2424,0.6052,0.313,0.3343,0.2659,0.2686,0.52,42.11,0.7722,0.6901,0.005,0.22,0.48
0.2479,0.56,0.3624,0.38,0.2427,0.2697,0.5179,68.7,0.6922,0.7058,0.0004,0.2054,0.4821
0.2461,0.578,0.2725,0.3427,0.4839,0.2786,0.4622,58.52,0.7013,0.7382,0.0058,0.4889,0.5378
0.2122,0.519,0.3312,0.2785,0.2893,0.2315,0.502,53.71,0.7168,0.7336,0.0048,0.243,0.498
0.056,0.3932,0.063,0.1994,0.3061,0.1146,0.4597,58.21,0.6775,0.6221,0.0034,0.7313,0.5403
0.0141,0.3706,0.0473,0.1706,0.3003,0.0845,0.4625,57.1,0.6019,0.6011,0.0004,0.7206,0.5375
0.1851,0.434,0.2342,0.2956,0.2016,0.2082,0.612,27.7963,0.6506,0.5594,0.0005,0.172,0.388
0.2417,0.5928,0.2857,0.3229,0.4336,0.2846,0.4462,57.5,0.874,0.7234,0.0164,0.4676,0.5538
0.3872,0.6749,0.4158,0.4384,0.5355,0.4069,0.4724,57.5,0.7776,0.7698,0.001,0.3881,0.5276
0.2586,0.5699,0.2865,0.3905,0.4414,0.2909,0.4403,56.29,0.8237,0.7,0.0077,0.4926,0.5597
0.2867,0.5537,0.3523,0.4124,0.2241,0.3065,0.5223,58.62,0.77,0.6927,0.1492,0.2024,0.4777
0.3272,0.6286,0.3864,0.3896,0.5766,0.3495,0.4418,57.71,0.748,0.7419,0.0018,0.4388,0.5582
0.2063,0.539,0.2329,0.2771,0.4079,0.2445,0.4585,54.97,0.8357,0.7145,0.0016,0.5255,0.5415
0.226,0.5294,0.2742,0.3369,0.4978,0.2535,0.5,71.44,0.7355,0.7075,0.0175,0.5238,0.5
0.0526,0.331,0.1111,0.1724,0.3763,0.0998,0.4737,49.86,0.6599,0.6464,0.0155,0.7231,0.5263
0.1652,0.4748,0.2209,0.2433,0.4335,0.1919,0.4538,61.46,0.6565,0.6921,0.0005,0.6029,0.5462
0.2658,0.5597,0.2656,0.3621,0.5158,0.3039,0.3427,58.92,0.89,0.5166,0.0102,0.4574,0.6573
0.0565,0.3704,0.1089,0.2108,0.3413,0.1136,0.4032,55.37,0.6386,0.6573,0.002,0.7297,0.5968
